price_id,date,material_code,material_category,sub_category,city,unit,buying_price_informal,quoted_price_formal,spread_pct,market_range_low,market_range_high,benchmark_recycler_id,source
PRC0070780,2026-04-27,BAT-LI,Battery,Li-ion laptop / phone pack,Pune,kg,81.28,104.91,29.07,73.15,113.3,REC1000,synthetic_calibrated
PRC0083207,2026-04-27,BAT-NIMH,Battery,Ni-MH,Aurangabad,kg,54.93,65.58,19.39,49.44,70.83,REC1038,synthetic_calibrated
PRC0081014,2026-04-27,BAT-NIMH,Battery,Ni-MH,Mumbai,kg,59.65,71.21,19.38,53.68,76.91,REC1003,synthetic_calibrated
PRC0082476,2026-04-27,BAT-NIMH,Battery,Ni-MH,Nagpur,kg,54.44,64.99,19.38,49.0,70.19,REC1001,synthetic_calibrated
PRC0081745,2026-04-27,BAT-NIMH,Battery,Ni-MH,Nashik,kg,57.77,68.97,19.39,51.99,74.49,REC1042,synthetic_calibrated
PRC0080283,2026-04-27,BAT-NIMH,Battery,Ni-MH,Pimpri-Chinchwad,kg,57.48,68.62,19.38,51.73,74.11,REC1009,synthetic_calibrated
PRC0079552,2026-04-27,BAT-NIMH,Battery,Ni-MH,Pune,kg,59.01,70.45,19.39,53.11,76.09,REC1000,synthetic_calibrated
PRC0078821,2026-04-27,BAT-PB,Battery,Lead-acid,Aurangabad,kg,72.27,81.61,12.92,65.04,88.14,REC1038,synthetic_calibrated
PRC0076628,2026-04-27,BAT-PB,Battery,Lead-acid,Mumbai,kg,74.62,84.26,12.92,67.16,91.0,REC1003,synthetic_calibrated
PRC0078090,2026-04-27,BAT-PB,Battery,Lead-acid,Nagpur,kg,72.05,81.36,12.92,64.84,87.87,REC1001,synthetic_calibrated
PRC0077359,2026-04-27,BAT-PB,Battery,Lead-acid,Nashik,kg,72.39,81.75,12.93,65.15,88.29,REC1042,synthetic_calibrated
PRC0075897,2026-04-27,BAT-PB,Battery,Lead-acid,Pimpri-Chinchwad,kg,74.57,84.21,12.93,67.11,90.95,REC1009,synthetic_calibrated
PRC0075166,2026-04-27,BAT-PB,Battery,Lead-acid,Pune,kg,74.52,84.15,12.92,67.07,90.88,REC1000,synthetic_calibrated
PRC0065663,2026-04-27,CBL-AL,Cable,Aluminium cable,Aurangabad,kg,100.46,107.0,6.51,90.41,115.56,REC1038,synthetic_calibrated
PRC0063470,2026-04-27,CBL-AL,Cable,Aluminium cable,Mumbai,kg,114.42,121.87,6.51,102.98,131.62,REC1003,synthetic_calibrated
PRC0064932,2026-04-27,CBL-AL,Cable,Aluminium cable,Nagpur,kg,103.36,110.09,6.51,93.02,118.9,REC1001,synthetic_calibrated
PRC0064201,2026-04-27,CBL-AL,Cable,Aluminium cable,Nashik,kg,108.83,115.92,6.51,97.95,125.19,REC1042,synthetic_calibrated
PRC0062739,2026-04-27,CBL-AL,Cable,Aluminium cable,Pimpri-Chinchwad,kg,106.13,113.04,6.51,95.52,122.08,REC1009,synthetic_calibrated
PRC0062008,2026-04-27,CBL-AL,Cable,Aluminium cable,Pune,kg,106.66,113.6,6.51,95.99,122.69,REC1000,synthetic_calibrated
PRC0061277,2026-04-27,CBL-ARM,Cable,Armoured / data cable,Aurangabad,kg,125.39,134.91,7.59,112.85,145.7,REC1038,synthetic_calibrated
PRC0059084,2026-04-27,CBL-ARM,Cable,Armoured / data cable,Mumbai,kg,138.54,149.06,7.59,124.69,160.98,REC1003,synthetic_calibrated
PRC0060546,2026-04-27,CBL-ARM,Cable,Armoured / data cable,Nagpur,kg,133.42,143.55,7.59,120.08,155.03,REC1001,synthetic_calibrated
PRC0059815,2026-04-27,CBL-ARM,Cable,Armoured / data cable,Nashik,kg,137.5,147.94,7.59,123.75,159.78,REC1042,synthetic_calibrated
PRC0058353,2026-04-27,CBL-ARM,Cable,Armoured / data cable,Pimpri-Chinchwad,kg,138.86,149.41,7.6,124.97,161.36,REC1009,synthetic_calibrated
PRC0057622,2026-04-27,CBL-ARM,Cable,Armoured / data cable,Pune,kg,133.76,143.92,7.6,120.38,155.43,REC1000,synthetic_calibrated
PRC0056891,2026-04-27,CBL-CU,Cable,Copper household wire,Aurangabad,kg,266.21,280.65,5.42,239.59,303.1,REC1038,synthetic_calibrated
PRC0054698,2026-04-27,CBL-CU,Cable,Copper household wire,Mumbai,kg,286.19,301.72,5.43,257.57,325.86,REC1003,synthetic_calibrated
PRC0056160,2026-04-27,CBL-CU,Cable,Copper household wire,Nagpur,kg,266.12,280.56,5.43,239.51,303.0,REC1001,synthetic_calibrated
PRC0055429,2026-04-27,CBL-CU,Cable,Copper household wire,Nashik,kg,264.14,278.47,5.43,237.73,300.75,REC1042,synthetic_calibrated
PRC0053967,2026-04-27,CBL-CU,Cable,Copper household wire,Pimpri-Chinchwad,kg,288.48,304.13,5.42,259.63,328.46,REC1009,synthetic_calibrated
PRC0053236,2026-04-27,CBL-CU,Cable,Copper household wire,Pune,kg,292.32,308.18,5.43,263.09,332.83,REC1000,synthetic_calibrated
PRC0070049,2026-04-27,CBL-MIX,Cable,Mixed insulated,Aurangabad,kg,74.13,81.37,9.77,66.72,87.88,REC1038,synthetic_calibrated
PRC0067856,2026-04-27,CBL-MIX,Cable,Mixed insulated,Mumbai,kg,85.85,94.23,9.76,77.26,101.77,REC1003,synthetic_calibrated
PRC0069318,2026-04-27,CBL-MIX,Cable,Mixed insulated,Nagpur,kg,75.0,82.32,9.76,67.5,88.91,REC1001,synthetic_calibrated
PRC0068587,2026-04-27,CBL-MIX,Cable,Mixed insulated,Nashik,kg,79.58,87.35,9.76,71.62,94.34,REC1042,synthetic_calibrated
PRC0067125,2026-04-27,CBL-MIX,Cable,Mixed insulated,Pimpri-Chinchwad,kg,79.65,87.43,9.77,71.68,94.42,REC1009,synthetic_calibrated
PRC0066394,2026-04-27,CBL-MIX,Cable,Mixed insulated,Pune,kg,80.69,88.57,9.77,72.62,95.66,REC1000,synthetic_calibrated
PRC0004259,2026-04-27,CRT-CTV,CRT,Colour TV tube,Aurangabad,kg,13.0,17.34,33.38,11.7,18.73,REC1038,synthetic_calibrated
PRC0002066,2026-04-27,CRT-CTV,CRT,Colour TV tube,Mumbai,kg,14.86,19.83,33.45,13.37,21.42,REC1003,synthetic_calibrated
PRC0003528,2026-04-27,CRT-CTV,CRT,Colour TV tube,Nagpur,kg,13.42,17.9,33.38,12.08,19.33,REC1001,synthetic_calibrated
PRC0002797,2026-04-27,CRT-CTV,CRT,Colour TV tube,Nashik,kg,13.41,17.89,33.41,12.07,19.32,REC1042,synthetic_calibrated
PRC0001335,2026-04-27,CRT-CTV,CRT,Colour TV tube,Pimpri-Chinchwad,kg,14.06,18.76,33.43,12.65,20.26,REC1009,synthetic_calibrated
PRC0000604,2026-04-27,CRT-CTV,CRT,Colour TV tube,Pune,kg,14.27,19.04,33.43,12.84,20.56,REC1000,synthetic_calibrated
PRC0008645,2026-04-27,CRT-MON,CRT,Monochrome monitor tube,Aurangabad,kg,9.33,12.25,31.3,8.4,13.23,REC1038,synthetic_calibrated
PRC0006452,2026-04-27,CRT-MON,CRT,Monochrome monitor tube,Mumbai,kg,10.37,13.61,31.24,9.33,14.7,REC1003,synthetic_calibrated
PRC0007914,2026-04-27,CRT-MON,CRT,Monochrome monitor tube,Nagpur,kg,9.4,12.34,31.28,8.46,13.33,REC1001,synthetic_calibrated
PRC0007183,2026-04-27,CRT-MON,CRT,Monochrome monitor tube,Nashik,kg,9.7,12.73,31.24,8.73,13.75,REC1042,synthetic_calibrated
PRC0005721,2026-04-27,CRT-MON,CRT,Monochrome monitor tube,Pimpri-Chinchwad,kg,9.99,13.11,31.23,8.99,14.16,REC1009,synthetic_calibrated
PRC0004990,2026-04-27,CRT-MON,CRT,Monochrome monitor tube,Pune,kg,10.28,13.49,31.23,9.25,14.57,REC1000,synthetic_calibrated
PRC0013031,2026-04-27,CRT-YOK,CRT,Deflection yoke,Aurangabad,kg,42.93,49.41,15.09,38.64,53.36,REC1038,synthetic_calibrated
PRC0010838,2026-04-27,CRT-YOK,CRT,Deflection yoke,Mumbai,kg,46.68,53.72,15.08,42.01,58.02,REC1003,synthetic_calibrated
PRC0012300,2026-04-27,CRT-YOK,CRT,Deflection yoke,Nagpur,kg,42.79,49.25,15.1,38.51,53.19,REC1001,synthetic_calibrated
PRC0011569,2026-04-27,CRT-YOK,CRT,Deflection yoke,Nashik,kg,46.03,52.98,15.1,41.43,57.22,REC1042,synthetic_calibrated
PRC0010107,2026-04-27,CRT-YOK,CRT,Deflection yoke,Pimpri-Chinchwad,kg,48.1,55.36,15.09,43.29,59.79,REC1009,synthetic_calibrated
PRC0009376,2026-04-27,CRT-YOK,CRT,Deflection yoke,Pune,kg,48.12,55.38,15.09,43.31,59.81,REC1000,synthetic_calibrated
PRC0030575,2026-04-27,LCD-BLA,LCD/LED panel,Backlight assembly,Aurangabad,kg,43.07,50.99,18.39,38.76,55.07,REC1038,synthetic_calibrated
PRC0028382,2026-04-27,LCD-BLA,LCD/LED panel,Backlight assembly,Mumbai,kg,46.2,54.7,18.4,41.58,59.08,REC1003,synthetic_calibrated
PRC0029844,2026-04-27,LCD-BLA,LCD/LED panel,Backlight assembly,Nagpur,kg,42.63,50.47,18.39,38.37,54.51,REC1001,synthetic_calibrated
PRC0029113,2026-04-27,LCD-BLA,LCD/LED panel,Backlight assembly,Nashik,kg,43.9,51.98,18.41,39.51,56.14,REC1042,synthetic_calibrated
PRC0027651,2026-04-27,LCD-BLA,LCD/LED panel,Backlight assembly,Pimpri-Chinchwad,kg,43.18,51.12,18.39,38.86,55.21,REC1009,synthetic_calibrated
PRC0026920,2026-04-27,LCD-BLA,LCD/LED panel,Backlight assembly,Pune,kg,46.51,55.07,18.4,41.86,59.48,REC1000,synthetic_calibrated
PRC0017417,2026-04-27,LCD-LAP,LCD/LED panel,Laptop panel,Aurangabad,kg,36.56,44.87,22.73,32.9,48.46,REC1038,synthetic_calibrated
PRC0015224,2026-04-27,LCD-LAP,LCD/LED panel,Laptop panel,Mumbai,kg,41.18,50.54,22.73,37.06,54.58,REC1003,synthetic_calibrated
PRC0016686,2026-04-27,LCD-LAP,LCD/LED panel,Laptop panel,Nagpur,kg,38.27,46.97,22.73,34.44,50.73,REC1001,synthetic_calibrated
PRC0015955,2026-04-27,LCD-LAP,LCD/LED panel,Laptop panel,Nashik,kg,37.86,46.46,22.72,34.07,50.18,REC1042,synthetic_calibrated
PRC0014493,2026-04-27,LCD-LAP,LCD/LED panel,Laptop panel,Pimpri-Chinchwad,kg,38.62,47.4,22.73,34.76,51.19,REC1009,synthetic_calibrated
PRC0013762,2026-04-27,LCD-LAP,LCD/LED panel,Laptop panel,Pune,kg,39.83,48.88,22.72,35.85,52.79,REC1000,synthetic_calibrated
PRC0021803,2026-04-27,LCD-MON,LCD/LED panel,Monitor panel,Aurangabad,kg,30.18,36.71,21.64,27.16,39.65,REC1038,synthetic_calibrated
PRC0019610,2026-04-27,LCD-MON,LCD/LED panel,Monitor panel,Mumbai,kg,33.8,41.12,21.66,30.42,44.41,REC1003,synthetic_calibrated
PRC0021072,2026-04-27,LCD-MON,LCD/LED panel,Monitor panel,Nagpur,kg,30.75,37.41,21.66,27.68,40.4,REC1001,synthetic_calibrated
PRC0020341,2026-04-27,LCD-MON,LCD/LED panel,Monitor panel,Nashik,kg,30.97,37.67,21.63,27.87,40.68,REC1042,synthetic_calibrated
PRC0018879,2026-04-27,LCD-MON,LCD/LED panel,Monitor panel,Pimpri-Chinchwad,kg,33.18,40.36,21.64,29.86,43.59,REC1009,synthetic_calibrated
PRC0018148,2026-04-27,LCD-MON,LCD/LED panel,Monitor panel,Pune,kg,33.35,40.57,21.65,30.02,43.82,REC1000,synthetic_calibrated
PRC0026189,2026-04-27,LCD-TV,LCD/LED panel,TV panel,Aurangabad,kg,25.95,31.29,20.58,23.36,33.79,REC1038,synthetic_calibrated
PRC0023996,2026-04-27,LCD-TV,LCD/LED panel,TV panel,Mumbai,kg,28.83,34.76,20.57,25.95,37.54,REC1003,synthetic_calibrated
PRC0025458,2026-04-27,LCD-TV,LCD/LED panel,TV panel,Nagpur,kg,25.18,30.36,20.57,22.66,32.79,REC1001,synthetic_calibrated
PRC0024727,2026-04-27,LCD-TV,LCD/LED panel,TV panel,Nashik,kg,25.69,30.97,20.55,23.12,33.45,REC1042,synthetic_calibrated
PRC0023265,2026-04-27,LCD-TV,LCD/LED panel,TV panel,Pimpri-Chinchwad,kg,27.04,32.6,20.56,24.34,35.21,REC1009,synthetic_calibrated
PRC0022534,2026-04-27,LCD-TV,LCD/LED panel,TV panel,Pune,kg,27.2,32.79,20.55,24.48,35.41,REC1000,synthetic_calibrated
PRC0105137,2026-04-27,MTR-CMP,Motor & magnet-bearing,Compressor motor,Aurangabad,kg,60.06,71.14,18.45,54.05,76.83,REC1038,synthetic_calibrated
PRC0102944,2026-04-27,MTR-CMP,Motor & magnet-bearing,Compressor motor,Mumbai,kg,66.8,79.12,18.44,60.12,85.45,REC1003,synthetic_calibrated
PRC0104406,2026-04-27,MTR-CMP,Motor & magnet-bearing,Compressor motor,Nagpur,kg,60.71,71.91,18.45,54.64,77.66,REC1001,synthetic_calibrated
PRC0103675,2026-04-27,MTR-CMP,Motor & magnet-bearing,Compressor motor,Nashik,kg,60.87,72.1,18.45,54.78,77.87,REC1042,synthetic_calibrated
PRC0102213,2026-04-27,MTR-CMP,Motor & magnet-bearing,Compressor motor,Pimpri-Chinchwad,kg,60.47,71.62,18.44,54.42,77.35,REC1009,synthetic_calibrated
PRC0101482,2026-04-27,MTR-CMP,Motor & magnet-bearing,Compressor motor,Pune,kg,60.03,71.1,18.44,54.03,76.79,REC1000,synthetic_calibrated
PRC0091979,2026-04-27,MTR-HDD,Motor & magnet-bearing,HDD assembly,Aurangabad,kg,140.56,177.16,26.04,126.5,191.33,REC1038,synthetic_calibrated
PRC0089786,2026-04-27,MTR-HDD,Motor & magnet-bearing,HDD assembly,Mumbai,kg,161.64,203.73,26.04,145.48,220.03,REC1003,synthetic_calibrated
PRC0091248,2026-04-27,MTR-HDD,Motor & magnet-bearing,HDD assembly,Nagpur,kg,139.24,175.5,26.04,125.32,189.54,REC1001,synthetic_calibrated
PRC0090517,2026-04-27,MTR-HDD,Motor & magnet-bearing,HDD assembly,Nashik,kg,148.49,187.16,26.04,133.64,202.13,REC1042,synthetic_calibrated
PRC0089055,2026-04-27,MTR-HDD,Motor & magnet-bearing,HDD assembly,Pimpri-Chinchwad,kg,150.1,189.19,26.04,135.09,204.33,REC1009,synthetic_calibrated
PRC0088324,2026-04-27,MTR-HDD,Motor & magnet-bearing,HDD assembly,Pune,kg,147.78,186.26,26.04,133.0,201.16,REC1000,synthetic_calibrated
PRC0100751,2026-04-27,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Aurangabad,kg,70.23,84.71,20.62,63.21,91.49,REC1038,synthetic_calibrated
PRC0098558,2026-04-27,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Mumbai,kg,77.75,93.78,20.62,69.98,101.28,REC1003,synthetic_calibrated
PRC0100020,2026-04-27,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Nagpur,kg,72.19,87.07,20.61,64.97,94.04,REC1001,synthetic_calibrated
PRC0099289,2026-04-27,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Nashik,kg,72.75,87.75,20.62,65.48,94.77,REC1042,synthetic_calibrated
PRC0097827,2026-04-27,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Pimpri-Chinchwad,kg,75.16,90.65,20.61,67.64,97.9,REC1009,synthetic_calibrated
PRC0097096,2026-04-27,MTR-SML,Motor & magnet-bearing,Small AC/DC motor,Pune,kg,77.56,93.55,20.62,69.8,101.03,REC1000,synthetic_calibrated
PRC0096365,2026-04-27,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Aurangabad,kg,96.8,120.96,24.96,87.12,130.64,REC1038,synthetic_calibrated
PRC0094172,2026-04-27,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Mumbai,kg,100.19,125.19,24.95,90.17,135.21,REC1003,synthetic_calibrated
PRC0095634,2026-04-27,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Nagpur,kg,98.27,122.79,24.95,88.44,132.61,REC1001,synthetic_calibrated
PRC0094903,2026-04-27,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Nashik,kg,102.01,127.47,24.96,91.81,137.67,REC1042,synthetic_calibrated
PRC0093441,2026-04-27,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Pimpri-Chinchwad,kg,104.74,130.88,24.96,94.27,141.35,REC1009,synthetic_calibrated
PRC0092710,2026-04-27,MTR-SPK,Motor & magnet-bearing,Speaker magnet,Pune,kg,101.84,127.26,24.96,91.66,137.44,REC1000,synthetic_calibrated
PRC0043733,2026-04-27,PCB-GPU,PCB,GPU / add-on card,Aurangabad,kg,826.26,1051.74,27.29,743.63,1135.88,REC1038,synthetic_calibrated
PRC0041540,2026-04-27,PCB-GPU,PCB,GPU / add-on card,Mumbai,kg,864.73,1100.71,27.29,778.26,1188.77,REC1003,synthetic_calibrated
PRC0043002,2026-04-27,PCB-GPU,PCB,GPU / add-on card,Nagpur,kg,789.3,1004.69,27.29,710.37,1085.07,REC1001,synthetic_calibrated
PRC0042271,2026-04-27,PCB-GPU,PCB,GPU / add-on card,Nashik,kg,825.03,1050.18,27.29,742.53,1134.19,REC1042,synthetic_calibrated
PRC0040809,2026-04-27,PCB-GPU,PCB,GPU / add-on card,Pimpri-Chinchwad,kg,808.42,1029.03,27.29,727.58,1111.35,REC1009,synthetic_calibrated
PRC0040078,2026-04-27,PCB-GPU,PCB,GPU / add-on card,Pune,kg,837.74,1066.35,27.29,753.97,1151.66,REC1000,synthetic_calibrated
PRC0048119,2026-04-27,PCB-LOW,PCB,TV / appliance board (low grade),Aurangabad,kg,133.47,174.26,30.56,120.12,188.2,REC1038,synthetic_calibrated
PRC0045926,2026-04-27,PCB-LOW,PCB,TV / appliance board (low grade),Mumbai,kg,145.85,190.43,30.57,131.26,205.66,REC1003,synthetic_calibrated
PRC0047388,2026-04-27,PCB-LOW,PCB,TV / appliance board (low grade),Nagpur,kg,133.36,174.12,30.56,120.02,188.05,REC1001,synthetic_calibrated
PRC0046657,2026-04-27,PCB-LOW,PCB,TV / appliance board (low grade),Nashik,kg,137.84,179.97,30.56,124.06,194.37,REC1042,synthetic_calibrated
PRC0045195,2026-04-27,PCB-LOW,PCB,TV / appliance board (low grade),Pimpri-Chinchwad,kg,130.21,170.01,30.57,117.19,183.61,REC1009,synthetic_calibrated
PRC0044464,2026-04-27,PCB-LOW,PCB,TV / appliance board (low grade),Pune,kg,143.49,187.35,30.57,129.14,202.34,REC1000,synthetic_calibrated
PRC0034961,2026-04-27,PCB-MBH,PCB,Motherboard (high grade),Aurangabad,kg,597.56,767.15,28.38,537.8,828.52,REC1038,synthetic_calibrated
PRC0032768,2026-04-27,PCB-MBH,PCB,Motherboard (high grade),Mumbai,kg,659.31,846.43,28.38,593.38,914.14,REC1003,synthetic_calibrated
PRC0034230,2026-04-27,PCB-MBH,PCB,Motherboard (high grade),Nagpur,kg,642.68,825.08,28.38,578.41,891.09,REC1001,synthetic_calibrated
PRC0033499,2026-04-27,PCB-MBH,PCB,Motherboard (high grade),Nashik,kg,603.05,774.2,28.38,542.74,836.14,REC1042,synthetic_calibrated
PRC0032037,2026-04-27,PCB-MBH,PCB,Motherboard (high grade),Pimpri-Chinchwad,kg,652.82,838.1,28.38,587.54,905.15,REC1009,synthetic_calibrated
PRC0031306,2026-04-27,PCB-MBH,PCB,Motherboard (high grade),Pune,kg,692.46,888.99,28.38,623.21,960.11,REC1000,synthetic_calibrated
PRC0052505,2026-04-27,PCB-MIX,PCB,Mixed populated board,Aurangabad,kg,330.82,428.32,29.47,297.74,462.59,REC1038,synthetic_calibrated
PRC0050312,2026-04-27,PCB-MIX,PCB,Mixed populated board,Mumbai,kg,374.52,484.9,29.47,337.07,523.69,REC1003,synthetic_calibrated
PRC0051774,2026-04-27,PCB-MIX,PCB,Mixed populated board,Nagpur,kg,314.37,407.02,29.47,282.93,439.58,REC1001,synthetic_calibrated
PRC0051043,2026-04-27,PCB-MIX,PCB,Mixed populated board,Nashik,kg,344.05,445.45,29.47,309.65,481.09,REC1042,synthetic_calibrated
PRC0049581,2026-04-27,PCB-MIX,PCB,Mixed populated board,Pimpri-Chinchwad,kg,368.21,476.73,29.47,331.39,514.87,REC1009,synthetic_calibrated
PRC0048850,2026-04-27,PCB-MIX,PCB,Mixed populated board,Pune,kg,345.1,446.81,29.47,310.59,482.55,REC1000,synthetic_calibrated
PRC0039347,2026-04-27,PCB-RAM,PCB,RAM / gold-finger,Aurangabad,kg,2013.51,2541.0,26.2,1812.16,2744.28,REC1038,synthetic_calibrated
PRC0037154,2026-04-27,PCB-RAM,PCB,RAM / gold-finger,Mumbai,kg,2222.71,2805.01,26.2,2000.44,3029.41,REC1003,synthetic_calibrated
PRC0038616,2026-04-27,PCB-RAM,PCB,RAM / gold-finger,Nagpur,kg,2159.87,2725.71,26.2,1943.88,2943.77,REC1001,synthetic_calibrated
PRC0037885,2026-04-27,PCB-RAM,PCB,RAM / gold-finger,Nashik,kg,2183.09,2755.01,26.2,1964.78,2975.41,REC1042,synthetic_calibrated
PRC0036423,2026-04-27,PCB-RAM,PCB,RAM / gold-finger,Pimpri-Chinchwad,kg,2251.73,2841.63,26.2,2026.56,3068.96,REC1009,synthetic_calibrated
PRC0035692,2026-04-27,PCB-RAM,PCB,RAM / gold-finger,Pune,kg,2140.1,2700.76,26.2,1926.09,2916.82,REC1000,synthetic_calibrated
PRC0109523,2026-04-27,PLA-ABS,Mixed plastic,ABS casing,Aurangabad,kg,33.03,36.96,11.9,29.73,39.92,REC1038,synthetic_calibrated
PRC0107330,2026-04-27,PLA-ABS,Mixed plastic,ABS casing,Mumbai,kg,37.31,41.74,11.87,33.58,45.08,REC1003,synthetic_calibrated
PRC0108792,2026-04-27,PLA-ABS,Mixed plastic,ABS casing,Nagpur,kg,32.24,36.07,11.88,29.02,38.96,REC1001,synthetic_calibrated
PRC0108061,2026-04-27,PLA-ABS,Mixed plastic,ABS casing,Nashik,kg,33.79,37.81,11.9,30.41,40.83,REC1042,synthetic_calibrated
PRC0106599,2026-04-27,PLA-ABS,Mixed plastic,ABS casing,Pimpri-Chinchwad,kg,35.65,39.89,11.89,32.08,43.08,REC1009,synthetic_calibrated
PRC0105868,2026-04-27,PLA-ABS,Mixed plastic,ABS casing,Pune,kg,35.23,39.42,11.89,31.71,42.57,REC1000,synthetic_calibrated
PRC0113909,2026-04-27,PLA-HIPS,Mixed plastic,HIPS,Aurangabad,kg,25.88,28.68,10.82,23.29,30.97,REC1038,synthetic_calibrated
PRC0111716,2026-04-27,PLA-HIPS,Mixed plastic,HIPS,Mumbai,kg,27.54,30.52,10.82,24.79,32.96,REC1003,synthetic_calibrated
PRC0113178,2026-04-27,PLA-HIPS,Mixed plastic,HIPS,Nagpur,kg,26.1,28.92,10.8,23.49,31.23,REC1001,synthetic_calibrated
PRC0112447,2026-04-27,PLA-HIPS,Mixed plastic,HIPS,Nashik,kg,27.12,30.05,10.8,24.41,32.45,REC1042,synthetic_calibrated
PRC0110985,2026-04-27,PLA-HIPS,Mixed plastic,HIPS,Pimpri-Chinchwad,kg,27.86,30.87,10.8,25.07,33.34,REC1009,synthetic_calibrated
PRC0110254,2026-04-27,PLA-HIPS,Mixed plastic,HIPS,Pune,kg,27.41,30.37,10.8,24.67,32.8,REC1000,synthetic_calibrated
PRC0122681,2026-04-27,PLA-MIX,Mixed plastic,Mixed dirty,Aurangabad,kg,11.72,12.86,9.73,10.55,13.89,REC1038,synthetic_calibrated
PRC0120488,2026-04-27,PLA-MIX,Mixed plastic,Mixed dirty,Mumbai,kg,12.98,14.24,9.71,11.68,15.38,REC1003,synthetic_calibrated
PRC0121950,2026-04-27,PLA-MIX,Mixed plastic,Mixed dirty,Nagpur,kg,12.07,13.24,9.69,10.86,14.3,REC1001,synthetic_calibrated
PRC0121219,2026-04-27,PLA-MIX,Mixed plastic,Mixed dirty,Nashik,kg,12.27,13.46,9.7,11.04,14.54,REC1042,synthetic_calibrated
PRC0119757,2026-04-27,PLA-MIX,Mixed plastic,Mixed dirty,Pimpri-Chinchwad,kg,13.05,14.32,9.73,11.74,15.47,REC1009,synthetic_calibrated
PRC0119026,2026-04-27,PLA-MIX,Mixed plastic,Mixed dirty,Pune,kg,12.44,13.65,9.73,11.2,14.74,REC1000,synthetic_calibrated
PRC0118295,2026-04-27,PLA-PCABS,Mixed plastic,PC/ABS blend,Aurangabad,kg,35.94,40.6,12.97,32.35,43.85,REC1038,synthetic_calibrated
PRC0116102,2026-04-27,PLA-PCABS,Mixed plastic,PC/ABS blend,Mumbai,kg,39.54,44.67,12.97,35.59,48.24,REC1003,synthetic_calibrated
PRC0117564,2026-04-27,PLA-PCABS,Mixed plastic,PC/ABS blend,Nagpur,kg,36.16,40.85,12.97,32.54,44.12,REC1001,synthetic_calibrated
PRC0116833,2026-04-27,PLA-PCABS,Mixed plastic,PC/ABS blend,Nashik,kg,36.78,41.55,12.97,33.1,44.87,REC1042,synthetic_calibrated
PRC0115371,2026-04-27,PLA-PCABS,Mixed plastic,PC/ABS blend,Pimpri-Chinchwad,kg,37.55,42.42,12.97,33.8,45.81,REC1009,synthetic_calibrated
PRC0114640,2026-04-27,PLA-PCABS,Mixed plastic,PC/ABS blend,Pune,kg,37.49,42.35,12.96,33.74,45.74,REC1000,synthetic_calibrated
PRC0087594,2026-04-28,BAT-BTN,Battery,Button / coin cell,Aurangabad,kg,29.89,36.97,23.69,26.9,39.93,REC1038,synthetic_calibrated
PRC0085401,2026-04-28,BAT-BTN,Battery,Button / coin cell,Mumbai,kg,33.48,41.41,23.69,30.13,44.72,REC1003,synthetic_calibrated
PRC0086863,2026-04-28,BAT-BTN,Battery,Button / coin cell,Nagpur,kg,28.93,35.78,23.68,26.04,38.64,REC1001,synthetic_calibrated
PRC0086132,2026-04-28,BAT-BTN,Battery,Button / coin cell,Nashik,kg,31.05,38.4,23.67,27.94,41.47,REC1042,synthetic_calibrated
PRC0084670,2026-04-28,BAT-BTN,Battery,Button / coin cell,Pimpri-Chinchwad,kg,33.7,41.68,23.68,30.33,45.01,REC1009,synthetic_calibrated
PRC0083939,2026-04-28,BAT-BTN,Battery,Button / coin cell,Pune,kg,31.92,39.48,23.68,28.73,42.64,REC1000,synthetic_calibrated
PRC0074436,2026-04-28,BAT-LI,Battery,Li-ion laptop / phone pack,Aurangabad,kg,87.35,112.74,29.07,78.61,121.76,REC1038,synthetic_calibrated
PRC0072243,2026-04-28,BAT-LI,Battery,Li-ion laptop / phone pack,Mumbai,kg,91.1,117.58,29.07,81.99,126.99,REC1003,synthetic_calibrated
PRC0073705,2026-04-28,BAT-LI,Battery,Li-ion laptop / phone pack,Nagpur,kg,83.53,107.81,29.07,75.18,116.43,REC1001,synthetic_calibrated
PRC0072974,2026-04-28,BAT-LI,Battery,Li-ion laptop / phone pack,Nashik,kg,89.51,115.53,29.07,80.56,124.77,REC1042,synthetic_calibrated
PRC0071512,2026-04-28,BAT-LI,Battery,Li-ion laptop / phone pack,Pimpri-Chinchwad,kg,85.71,110.63,29.07,77.14,119.48,REC1009,synthetic_calibrated
PRC0070781,2026-04-28,BAT-LI,Battery,Li-ion laptop / phone pack,Pune,kg,97.93,126.4,29.07,88.14,136.51,REC1000,synthetic_calibrated
PRC0083208,2026-04-28,BAT-NIMH,Battery,Ni-MH,Aurangabad,kg,57.91,69.13,19.37,52.12,74.66,REC1038,synthetic_calibrated
