txn_id,lot_image_ref,lot_id,collector_id,recycler_id,material_category,material_code,weight_kg,weight_verified_kg,quoted_price,final_price,informal_benchmark_value,collection_city,collection_lat,collection_lng,handover_lat,handover_lng,handover_distance_km,quoted_at,handed_over_at,confirmed_at,settled_at,payment_mode,payment_status,txn_status,pickup_by_recycler,recycler_authorisation_at_txn,recycler_authorised_at_txn,is_anomaly,anomaly_type
TXN505215,img/lots/113933.jpg,LOT113933,COL2380,REC1047,Battery,BAT-BTN,19.1,20.1,738.09,753.8,619.6,Pimpri-Chinchwad,18.618115,73.786541,18.665448,73.756097,6.16,2025-08-23T18:05,2025-08-25T07:52,2025-08-26T01:34,2025-08-26T17:45,upi,paid,settled,False,active,True,False,
TXN505216,img/lots/102903.jpg,LOT102903,COL2105,REC1055,CRT,CRT-YOK,40.9,40.7,2290.81,2264.2,1886.31,Pune,18.483286,73.88679,18.512157,73.91829,4.62,2025-08-23T21:30,2025-08-27T01:25,2025-08-27T05:06,2025-08-28T14:00,cash,paid,settled,False,active,True,False,
TXN505217,img/lots/117234.jpg,LOT117234,COL2114,REC1005,CRT,CRT-MON,57.4,57.7,739.29,745.04,559.08,Pune,18.476553,73.764658,18.508503,73.926714,17.45,2025-08-23T10:00,2025-08-25T17:56,2025-08-26T10:06,2025-08-26T16:03,cash,paid,settled,False,expiring_soon,True,False,
TXN505218,img/lots/118938.jpg,LOT118938,COL2215,REC1052,Cable,CBL-ARM,40.7,40.5,5147.87,5076.09,5097.68,Mumbai,19.021009,72.853574,19.05694,72.918592,7.92,2025-08-23T12:04,2025-08-26T06:22,2025-08-26T22:27,2025-08-27T05:56,cash,paid,settled,True,active,True,False,
TXN505219,img/lots/102053.jpg,LOT102053,COL2350,REC1038,Cable,CBL-AL,23.2,23.3,2392.23,2383.42,2207.25,Aurangabad,19.876464,75.341363,19.870816,75.388885,5.01,2025-08-23T02:45,2025-08-25T20:03,2025-08-26T04:56,2025-08-26T05:57,cash,paid,settled,False,active,True,False,
TXN505220,img/lots/119915.jpg,LOT119915,COL2143,REC1029,Cable,CBL-AL,22.5,21.7,2408.07,2313.51,2266.43,Pune,18.427054,73.835887,18.798913,74.228936,58.53,2025-08-23T03:24,2025-08-23T16:00,2025-08-23T17:06,2025-08-23T18:41,upi,paid,settled,False,expired,False,False,
TXN505221,img/lots/111066.jpg,LOT111066,COL2139,REC1012,Motor & magnet-bearing,MTR-SML,88.9,89.1,7579.61,7601.97,6199.0,Mumbai,19.114644,72.887597,19.051579,72.877861,7.09,2025-08-24T01:08,,,,cash,not_due,matched,True,active,True,False,
TXN505222,img/lots/111051.jpg,LOT111051,COL2018,REC1027,Motor & magnet-bearing,MTR-SML,86.4,83.9,7052.23,7051.96,5717.09,Pune,18.507633,73.814507,18.496782,73.904909,9.61,2025-08-23T10:22,2025-08-26T23:25,2025-08-27T02:38,,upi,pending,confirmed,False,active,True,False,
TXN505223,img/lots/104788.jpg,LOT104788,COL2098,REC1018,Mixed plastic,PLA-ABS,21.8,21.6,839.69,834.56,745.12,Pune,18.44336,73.840078,18.744455,73.854611,33.52,2025-08-24T13:47,2025-08-28T10:34,2025-08-28T20:01,2025-08-28T22:11,upi,paid,settled,False,active,True,False,
TXN505224,img/lots/114870.jpg,LOT114870,COL2264,REC1021,Motor & magnet-bearing,MTR-SPK,45.3,45.0,5044.11,4902.26,4176.21,Pune,18.560735,73.778538,18.795498,73.884911,28.41,2025-08-23T17:13,2025-08-26T21:21,2025-08-27T08:34,2025-08-27T12:46,cash,paid,settled,False,expiring_soon,True,False,
TXN505225,img/lots/100927.jpg,LOT100927,COL2380,REC1047,LCD/LED panel,LCD-BLA,52.9,52.7,2590.29,2562.04,2274.17,Pimpri-Chinchwad,18.609686,73.770815,18.665448,73.756097,6.39,2025-08-24T09:25,2025-08-27T05:12,2025-08-28T00:20,2025-08-28T11:23,cash,paid,settled,False,active,True,False,
TXN505226,img/lots/117014.jpg,LOT117014,COL2139,REC1073,CRT,CRT-YOK,43.8,43.6,2303.86,2357.18,1993.34,Mumbai,19.06854,72.904408,19.067752,73.07251,17.67,2025-08-24T06:45,2025-08-25T06:00,2025-08-25T22:05,2025-08-27T03:16,upi,paid,settled,False,active,True,False,
TXN505227,img/lots/103236.jpg,LOT103236,COL2350,REC1038,PCB,PCB-LOW,5.7,5.5,830.99,800.37,627.46,Aurangabad,19.86688,75.278948,19.870816,75.388885,11.51,2025-08-23T17:05,,,,upi,not_due,quoted,False,active,True,False,
TXN505228,img/lots/114198.jpg,LOT114198,COL2051,REC1028,Battery,BAT-PB,1.0,1.0,90.93,89.85,73.83,Mumbai,19.042938,72.926671,19.117684,73.009673,12.05,2025-08-23T17:58,2025-08-24T00:55,,,cash,pending,handed_over,True,active,True,False,
TXN505229,img/lots/115070.jpg,LOT115070,COL2327,REC1019,Cable,CBL-CU,43.7,44.5,13883.56,14177.14,11826.09,Mumbai,19.063236,72.933659,19.197379,73.19812,31.53,2025-08-23T15:02,2025-08-26T14:17,2025-08-26T21:29,2025-08-28T07:39,upi,paid,settled,False,active,True,False,
TXN505230,img/lots/100085.jpg,LOT100085,COL2348,REC1066,Mixed plastic,PLA-ABS,28.0,28.3,989.97,1020.51,880.32,Nagpur,21.139175,79.094491,21.249439,78.918489,21.98,2025-08-23T20:25,2025-08-26T19:57,2025-08-27T03:48,,upi,pending,confirmed,False,active,True,False,
TXN505231,img/lots/104272.jpg,LOT104272,COL2341,REC1048,Motor & magnet-bearing,MTR-SML,23.3,22.9,1883.24,0.0,1541.76,Pune,18.569848,73.931915,18.758946,74.257208,40.21,2025-08-23T14:57,,,,cash,not_due,cancelled,False,active,True,False,
TXN505232,img/lots/119501.jpg,LOT119501,COL2134,REC1046,Cable,CBL-MIX,42.8,45.1,3014.77,3231.77,2865.89,Aurangabad,19.820951,75.339844,19.892702,75.483491,17.01,2025-08-23T14:04,2025-08-26T11:43,2025-08-27T03:00,2025-08-27T03:42,upi,paid,settled,False,active,True,False,
TXN505233,img/lots/102672.jpg,LOT102672,COL2364,REC1047,Cable,CBL-AL,25.9,25.4,2585.51,2413.41,2524.47,Pimpri-Chinchwad,18.637283,73.889171,18.665448,73.756097,14.37,2025-08-23T23:45,2025-08-26T22:52,2025-08-27T01:55,,cash,pending,confirmed,False,active,True,False,
TXN505234,img/lots/117227.jpg,LOT117227,COL2268,REC1011,Motor & magnet-bearing,MTR-CMP,18.4,18.9,1286.9,1340.94,1049.9,Pune,18.589062,73.793822,18.505498,73.917334,16.0,2025-08-24T09:43,2025-08-27T02:16,2025-08-27T03:31,,cash,pending,confirmed,True,active,True,False,
TXN505235,img/lots/114845.jpg,LOT114845,COL2139,REC1019,Motor & magnet-bearing,MTR-SML,26.3,25.8,2461.05,2463.1,1833.9,Mumbai,19.088055,72.888599,19.197379,73.19812,34.71,2025-08-23T19:53,2025-08-25T09:47,2025-08-26T04:21,2025-08-27T03:14,cash,paid,settled,False,active,True,False,
TXN505236,img/lots/113740.jpg,LOT113740,COL2204,REC1070,Motor & magnet-bearing,MTR-CMP,32.6,34.3,2266.85,2388.31,1860.16,Pune,18.466726,73.871689,18.729059,74.245401,49.01,2025-08-24T19:09,2025-08-27T19:43,2025-08-28T15:19,2025-08-28T23:19,cash,paid,settled,False,active,True,False,
TXN505237,img/lots/109977.jpg,LOT109977,COL2389,REC1000,Battery,BAT-LI,15.5,15.9,1671.32,1728.48,1347.26,Pune,18.445403,73.908047,18.491869,73.946043,6.54,2025-08-24T13:48,2025-08-26T17:18,2025-08-26T23:07,2025-08-27T21:15,cash,paid,settled,True,expiring_soon,True,False,
TXN505238,img/lots/105332.jpg,LOT105332,COL2311,REC1024,PCB,PCB-LOW,2.5,2.5,411.75,408.46,301.73,Pune,18.501883,73.839231,18.525282,73.926857,9.6,2025-08-24T14:15,,,,cash,not_due,matched,False,expiring_soon,True,False,
TXN505239,img/lots/112734.jpg,LOT112734,COL2040,REC1042,Mixed plastic,PLA-HIPS,39.5,38.5,1063.21,1043.41,958.66,Nashik,19.96673,73.789769,20.007228,73.704275,10.0,2025-08-24T06:29,2025-08-25T18:35,2025-08-26T01:49,2025-08-26T09:44,cash,paid,settled,True,active,True,False,
TXN505240,img/lots/114669.jpg,LOT114669,COL2165,REC1047,Mixed plastic,PLA-MIX,28.9,28.0,357.25,169.09,338.42,Pimpri-Chinchwad,18.613916,73.810619,18.665448,73.756097,8.11,2025-08-24T19:30,2025-08-28T07:49,2025-08-28T10:19,2025-08-29T11:01,upi,paid,settled,False,active,True,True,price_out_of_band
TXN505241,img/lots/104908.jpg,LOT104908,COL2143,REC1007,Motor & magnet-bearing,MTR-SML,14.5,14.1,1167.35,1076.13,959.47,Pune,18.492888,73.864991,18.478203,73.912642,5.28,2025-08-23T21:49,2025-08-24T09:48,2025-08-25T01:28,2025-08-25T03:56,cash,paid,settled,False,active,True,False,
TXN505242,img/lots/110970.jpg,LOT110970,COL2264,REC1023,Battery,BAT-NIMH,1.8,1.7,124.07,117.68,107.95,Pune,18.514176,73.795322,18.607421,73.843564,11.55,2025-08-24T03:22,2025-08-26T06:42,2025-08-26T22:20,2025-08-27T10:39,upi,paid,settled,True,active,True,False,
TXN505243,img/lots/109499.jpg,LOT109499,COL2318,REC1047,Battery,BAT-BTN,9.4,9.1,347.43,336.28,291.68,Pimpri-Chinchwad,18.631722,73.805495,18.665448,73.756097,6.41,2025-08-24T14:11,2025-08-27T14:14,2025-08-27T17:55,2025-08-29T00:14,cash,paid,settled,False,active,True,False,
TXN505244,img/lots/104069.jpg,LOT104069,COL2302,REC1062,Battery,BAT-BTN,12.3,12.4,441.78,446.45,360.39,Aurangabad,19.968356,75.377482,19.872958,75.461709,13.79,2025-08-23T17:16,2025-08-25T20:59,2025-08-26T12:54,2025-08-27T23:09,cash,paid,settled,False,active,True,False,
TXN505245,img/lots/115756.jpg,LOT115756,COL2217,REC1038,Cable,CBL-ARM,82.4,78.6,10477.01,9772.73,9569.94,Aurangabad,19.905921,75.314986,19.870816,75.388885,8.66,2025-08-23T23:09,2025-08-24T12:59,2025-08-25T08:07,2025-08-25T10:17,cash,paid,settled,False,active,True,False,
TXN505246,img/lots/109563.jpg,LOT109563,COL2098,REC1015,PCB,PCB-RAM,6.5,6.3,16104.93,15729.64,12675.78,Pune,18.505067,73.909581,18.490549,73.938886,3.49,2025-08-24T06:53,2025-08-27T23:49,2025-08-28T02:23,,upi,partial,confirmed,True,active,True,False,
TXN505247,img/lots/107161.jpg,LOT107161,COL2267,REC1042,LCD/LED panel,LCD-LAP,13.6,5.9,605.81,588.41,493.14,Nashik,19.998488,73.807708,20.007228,73.704275,10.85,2025-08-24T16:16,2025-08-27T15:55,2025-08-28T11:16,2025-08-29T10:24,upi,paid,settled,False,active,True,True,weight_value_mismatch
TXN505248,img/lots/112092.jpg,LOT112092,COL2139,REC1036,Mixed plastic,PLA-MIX,25.1,25.0,374.21,369.06,316.26,Mumbai,19.099018,72.78768,19.220159,73.168645,42.22,2025-08-24T19:23,2025-08-27T04:18,2025-08-27T19:34,2025-08-28T13:46,cash,paid,settled,False,expiring_soon,True,False,
TXN505249,img/lots/116579.jpg,LOT116579,COL2350,REC1035,Cable,CBL-ARM,58.8,59.4,7659.92,7728.96,6829.03,Aurangabad,19.830416,75.336079,19.876948,75.429841,11.09,2025-08-23T21:48,2025-08-24T15:52,2025-08-24T18:07,2025-08-27T15:25,upi,paid,settled,True,suspended,False,False,
TXN505250,img/lots/113816.jpg,LOT113816,COL2005,REC1011,Motor & magnet-bearing,MTR-CMP,44.3,46.6,3098.35,3253.87,2527.76,Pune,18.516599,73.859019,18.505498,73.917334,6.27,2025-08-23T21:44,2025-08-24T05:39,2025-08-24T10:50,2025-08-28T20:35,cash,paid,settled,False,active,True,False,
TXN505251,img/lots/118703.jpg,LOT118703,COL2139,REC1003,Battery,BAT-BTN,1.6,1.5,59.59,55.21,51.15,Mumbai,19.105177,72.890976,19.042535,73.082611,21.31,2025-08-24T20:25,2025-08-25T01:23,2025-08-25T04:22,2025-08-25T06:17,cash,paid,settled,False,active,True,False,
TXN505252,img/lots/108022.jpg,LOT108022,COL2104,REC1005,CRT,CRT-CTV,36.9,36.0,674.06,661.85,501.47,Pune,18.528881,73.928412,18.508503,73.926714,2.27,2025-08-25T04:51,2025-08-27T14:05,2025-08-28T09:39,2025-08-28T18:58,upi,paid,settled,False,expiring_soon,True,False,
TXN505253,img/lots/114659.jpg,LOT114659,COL2334,REC1061,PCB,PCB-MBH,5.1,4.9,3752.14,3422.78,2840.5,Nashik,19.965647,73.77212,19.976167,73.716182,5.96,2025-08-24T18:42,2025-08-27T14:15,2025-08-28T05:43,,cash,pending,confirmed,False,expiring_soon,True,False,
TXN505254,img/lots/110448.jpg,LOT110448,COL2168,REC1030,PCB,PCB-LOW,7.3,7.0,1212.64,1183.64,954.62,Pimpri-Chinchwad,18.606045,73.846479,18.683961,73.76457,12.23,2025-08-25T02:07,2025-08-27T22:27,2025-08-28T11:57,2025-08-29T03:48,cash,paid,settled,True,active,True,False,
TXN505255,img/lots/112305.jpg,LOT112305,COL2141,REC1038,Cable,CBL-MIX,97.5,95.4,7484.81,7192.95,6704.1,Aurangabad,19.856902,75.323586,19.870816,75.388885,7.0,2025-08-24T23:14,2025-08-25T05:51,2025-08-25T07:02,2025-08-25T08:19,upi,paid,settled,False,active,True,False,
TXN505256,img/lots/115878.jpg,LOT115878,COL2252,REC1034,Battery,BAT-BTN,18.6,17.2,713.93,646.95,603.01,Mumbai,19.069716,72.838252,19.061762,73.088075,26.27,2025-08-24T15:13,2025-08-24T20:09,2025-08-25T14:07,2025-08-27T03:52,cash,paid,settled,False,active,True,False,
TXN505257,img/lots/118796.jpg,LOT118796,COL2168,REC1026,Cable,CBL-MIX,49.3,49.6,3788.49,3776.11,3321.34,Pimpri-Chinchwad,18.613813,73.835777,18.610734,73.821535,1.54,2025-08-25T15:04,2025-08-27T09:05,2025-08-27T09:54,2025-08-27T13:49,cash,paid,settled,False,active,True,False,
TXN505258,img/lots/103577.jpg,LOT103577,COL2099,REC1032,Battery,BAT-NIMH,15.5,15.7,1088.55,1121.68,890.48,Pimpri-Chinchwad,18.650148,73.831268,18.620266,73.821743,3.47,2025-08-24T17:19,2025-08-27T12:25,2025-08-28T07:59,2025-08-30T11:00,upi,paid,settled,False,active,True,False,
TXN505259,img/lots/119537.jpg,LOT119537,COL2110,REC1021,CRT,CRT-YOK,21.9,21.4,1077.13,1055.58,966.45,Pune,18.593362,73.808134,18.795498,73.884911,23.89,2025-08-24T12:58,2025-08-25T03:22,2025-08-25T21:12,2025-08-25T22:25,cash,paid,settled,True,expiring_soon,True,False,
TXN505260,img/lots/119797.jpg,LOT119797,COL2139,REC1019,PCB,PCB-RAM,9.9,10.0,25559.55,24838.01,18231.94,Mumbai,19.020126,72.910263,19.197379,73.19812,36.1,2025-08-24T21:18,2025-08-26T13:52,2025-08-26T23:34,2025-08-27T04:43,cash,paid,settled,False,active,True,False,
TXN505261,img/lots/118102.jpg,LOT118102,COL2283,REC1072,Motor & magnet-bearing,MTR-SPK,33.0,31.8,3594.82,6931.84,2870.67,Pune,18.605747,73.868794,18.753425,74.24613,43.01,2025-08-24T21:05,2025-08-27T08:57,2025-08-28T02:07,2025-09-01T20:19,cash,paid,settled,False,active,True,True,price_out_of_band
TXN505262,img/lots/110792.jpg,LOT110792,COL2168,REC1047,Cable,CBL-MIX,93.5,92.9,6646.19,6817.95,6299.1,Pimpri-Chinchwad,18.640297,73.763865,18.665448,73.756097,2.91,2025-08-25T02:44,,,,cash,not_due,matched,False,active,True,False,
TXN505263,img/lots/114839.jpg,LOT114839,COL2139,REC1019,CRT,CRT-MON,46.4,43.9,678.17,641.98,463.54,Mumbai,19.07981,72.846028,19.197379,73.19812,39.23,2025-08-25T16:57,,,,cash,not_due,quoted,False,active,True,False,
TXN505264,img/lots/104682.jpg,LOT104682,COL2139,REC1037,Cable,CBL-ARM,144.2,142.1,19688.4,19621.58,17759.67,Mumbai,19.031163,72.787682,19.053222,73.10613,33.56,2025-08-25T17:55,2025-08-26T09:43,2025-08-26T22:03,2025-08-28T14:29,cash,paid,settled,False,active,True,False,
TXN505265,img/lots/111622.jpg,LOT111622,COL2239,REC1017,Cable,CBL-ARM,23.0,23.1,2730.23,2711.23,2650.52,Nagpur,21.168581,79.014171,20.924287,79.001457,27.2,2025-08-25T12:50,2025-08-28T07:17,2025-08-28T10:01,2025-08-29T07:36,upi,paid,settled,True,active,True,False,
TXN505266,img/lots/103591.jpg,LOT103591,COL2255,REC1046,Mixed plastic,PLA-MIX,14.2,14.7,169.13,174.33,160.74,Aurangabad,19.970012,75.315898,19.892702,75.483491,19.51,2025-08-25T13:51,2025-08-26T20:18,2025-08-27T16:00,2025-08-27T16:53,cash,paid,settled,False,active,True,False,
TXN505267,img/lots/119167.jpg,LOT119167,COL2265,REC1024,Cable,CBL-MIX,23.2,22.9,1946.46,1900.26,1691.74,Pune,18.58713,73.897604,18.525282,73.926857,7.54,2025-08-25T15:19,2025-08-28T13:11,2025-08-28T16:23,,cash,pending,confirmed,False,expiring_soon,True,False,
TXN505268,img/lots/117379.jpg,LOT117379,COL2139,REC1063,CRT,CRT-YOK,43.8,42.1,2462.33,2327.59,2088.82,Mumbai,19.083935,72.969948,19.130163,73.018162,7.22,2025-08-25T00:11,2025-08-26T01:18,2025-08-26T10:45,2025-08-30T11:01,cash,paid,settled,False,expiring_soon,True,False,
TXN505269,img/lots/112947.jpg,LOT112947,COL2267,REC1069,Cable,CBL-ARM,10.9,10.6,1424.47,0.0,1282.38,Nashik,20.054837,73.784934,19.961843,73.714173,12.71,2025-08-25T01:39,,,,cash,not_due,cancelled,True,active,True,False,
TXN505270,img/lots/115296.jpg,LOT115296,COL2369,REC1030,PCB,PCB-LOW,8.3,7.7,1378.76,1298.06,1085.39,Pimpri-Chinchwad,18.615855,73.806976,18.683961,73.76457,8.79,2025-08-25T00:13,2025-08-25T10:43,2025-08-25T17:21,,cash,paid,confirmed,True,active,True,False,
TXN505271,img/lots/115089.jpg,LOT115089,COL2020,REC1012,LCD/LED panel,LCD-LAP,8.0,7.8,393.58,378.56,315.84,Mumbai,19.092877,72.86864,19.051579,72.877861,4.69,2025-08-24T21:42,2025-08-25T00:19,,,upi,pending,handed_over,False,active,True,False,
TXN505272,img/lots/113337.jpg,LOT113337,COL2350,REC1038,CRT,CRT-YOK,47.5,47.2,2280.42,2296.11,1945.6,Aurangabad,19.868406,75.421649,19.870816,75.388885,3.44,2025-08-25T22:03,2025-08-28T07:50,2025-08-28T19:18,2025-08-28T21:05,upi,paid,settled,False,active,True,False,
TXN505273,img/lots/110917.jpg,LOT110917,COL2318,REC1026,Motor & magnet-bearing,MTR-HDD,11.2,11.1,1912.49,1847.15,1461.71,Pimpri-Chinchwad,18.662336,73.718446,18.610734,73.821535,12.28,2025-08-25T03:08,2025-08-25T05:27,2025-08-25T13:06,2025-08-26T00:43,cash,paid,settled,True,active,True,False,
TXN505274,img/lots/100258.jpg,LOT100258,COL2225,REC1048,Motor & magnet-bearing,MTR-CMP,28.7,28.8,1853.49,1879.79,1545.49,Pune,18.509471,73.940642,18.758946,74.257208,43.38,2025-08-25T19:22,2025-08-27T11:24,,,cash,pending,handed_over,False,active,True,False,
TXN505275,img/lots/109238.jpg,LOT109238,COL2083,REC1072,Mixed plastic,PLA-ABS,20.3,20.4,778.36,775.13,692.84,Pune,18.485211,73.867809,18.753425,74.24613,49.79,2025-08-25T00:55,2025-08-25T23:22,2025-08-26T06:07,2025-08-29T00:37,upi,paid,settled,False,active,True,False,
TXN505276,img/lots/102521.jpg,LOT102521,COL2350,REC1046,Cable,CBL-ARM,39.5,40.5,4827.12,4759.27,4679.96,Aurangabad,19.849176,75.31699,19.892702,75.483491,18.07,2025-08-26T06:42,2025-08-29T10:50,2025-08-29T16:48,2025-08-29T19:11,cash,paid,settled,False,active,True,False,
TXN505277,img/lots/105346.jpg,LOT105346,COL2139,REC1036,CRT,CRT-YOK,15.9,15.8,894.89,908.02,721.07,Mumbai,19.064988,72.882134,19.220159,73.168645,34.69,2025-08-25T21:54,2025-08-28T21:28,2025-08-28T21:58,2025-09-02T04:54,cash,paid,settled,False,expiring_soon,True,False,
TXN505278,img/lots/101674.jpg,LOT101674,COL2139,REC1031,Battery,BAT-PB,15.5,16.2,1274.03,1323.95,1161.26,Mumbai,19.079191,72.927246,19.05,72.861409,7.64,2025-08-26T07:31,2025-08-27T21:24,2025-08-28T15:31,2025-08-29T10:32,cash,paid,settled,False,expiring_soon,True,False,
TXN505279,img/lots/119566.jpg,LOT119566,COL2350,REC1046,Cable,CBL-AL,14.7,15.7,1472.18,1556.07,1441.78,Aurangabad,19.861599,75.287259,19.892702,75.483491,20.81,2025-08-26T07:25,2025-08-29T10:28,2025-08-29T18:19,2025-08-29T19:46,cash,paid,settled,False,active,True,False,
TXN505280,img/lots/103457.jpg,LOT103457,COL2350,REC1038,PCB,PCB-GPU,11.9,11.4,10039.64,9704.5,7773.91,Aurangabad,19.877151,75.340837,19.870816,75.388885,5.07,2025-08-25T11:32,2025-08-25T16:29,2025-08-25T20:54,2025-08-25T22:22,cash,paid,settled,False,active,True,False,
TXN505281,img/lots/110137.jpg,LOT110137,COL2003,REC1051,Cable,CBL-MIX,16.2,15.6,1269.38,1158.78,1132.06,Nashik,19.945997,73.719477,19.987342,73.74065,5.1,2025-08-25T08:40,2025-08-29T01:03,2025-08-29T18:34,,cash,pending,confirmed,True,active,True,False,
TXN505282,img/lots/117477.jpg,LOT117477,COL2243,REC1049,Cable,CBL-MIX,138.2,135.3,11062.0,10424.54,9657.42,Nashik,19.94808,73.816406,20.019415,73.748253,10.66,2025-08-25T15:13,2025-08-26T05:32,2025-08-26T09:26,2025-08-26T21:09,cash,paid,settled,False,suspended,False,False,
TXN505283,img/lots/104489.jpg,LOT104489,COL2084,REC1059,Mixed plastic,PLA-PCABS,17.2,16.7,717.28,680.08,578.26,Aurangabad,19.888858,75.43423,19.884991,75.415283,2.03,2025-08-26T05:51,2025-08-29T00:27,2025-08-29T15:02,2025-08-30T12:42,upi,paid,settled,False,active,True,False,
TXN505284,img/lots/115271.jpg,LOT115271,COL2216,REC1074,PCB,PCB-MBH,20.9,20.0,15336.95,14176.38,11999.94,Pune,18.582527,73.897331,18.625609,73.841869,7.56,2025-08-26T14:21,,,,cash,not_due,matched,False,active,True,False,
TXN505285,img/lots/114069.jpg,LOT114069,COL2067,REC1024,Cable,CBL-ARM,19.3,19.1,2700.98,2665.99,2393.97,Pune,18.514363,73.838606,18.525282,73.926857,9.38,2025-08-26T14:21,2025-08-30T06:23,2025-08-30T14:03,2025-08-30T16:37,upi,paid,settled,False,expiring_soon,True,False,
TXN505286,img/lots/112670.jpg,LOT112670,COL2382,REC1047,Cable,CBL-AL,61.9,58.0,6163.79,5784.92,6017.3,Pimpri-Chinchwad,18.569754,73.81908,18.665448,73.756097,12.54,2025-08-25T19:21,2025-08-26T20:49,2025-08-27T10:18,,cash,paid,confirmed,False,active,True,False,
TXN505287,img/lots/101399.jpg,LOT101399,COL2366,REC1015,Motor & magnet-bearing,MTR-SPK,21.7,20.7,2557.49,2337.79,2028.52,Pune,18.5517,73.869524,18.490549,73.938886,9.99,2025-08-25T16:16,2025-08-27T00:31,2025-08-27T14:09,2025-08-28T20:46,upi,paid,settled,False,active,True,False,
TXN505288,img/lots/108049.jpg,LOT108049,COL2350,REC1038,PCB,PCB-MIX,6.1,6.2,2413.31,2442.72,1837.56,Aurangabad,19.866837,75.343638,19.870816,75.388885,4.75,2025-08-26T12:55,2025-08-26T20:28,2025-08-26T23:39,2025-08-27T01:27,cash,paid,settled,False,active,True,False,
TXN505289,img/lots/108226.jpg,LOT108226,COL2139,REC1036,Mixed plastic,PLA-HIPS,27.8,28.3,917.93,930.24,768.39,Mumbai,19.03283,72.902341,19.220159,73.168645,34.88,2025-08-25T19:57,2025-08-28T10:20,2025-08-28T17:37,2025-09-02T06:01,cash,paid,settled,True,expiring_soon,True,False,
TXN505290,img/lots/102088.jpg,LOT102088,COL2300,REC1073,CRT,CRT-CTV,103.6,101.4,1957.55,1899.24,1460.76,Mumbai,19.079349,72.907961,19.067752,73.07251,17.34,2025-08-25T22:19,2025-08-28T11:45,2025-08-29T04:14,2025-09-01T07:45,cash,paid,settled,False,active,True,False,
TXN505291,img/lots/113945.jpg,LOT113945,COL2040,REC1061,Mixed plastic,PLA-PCABS,37.9,38.8,1475.73,1525.89,1265.86,Nashik,19.987598,73.812949,19.976167,73.716182,10.19,2025-08-26T06:26,2025-08-26T14:21,2025-08-26T18:27,2025-08-27T13:31,cash,paid,settled,False,expiring_soon,True,False,
TXN505292,img/lots/118527.jpg,LOT118527,COL2022,REC1048,CRT,CRT-MON,84.8,83.4,1115.26,1052.71,837.82,Pune,18.448374,73.854153,18.758946,74.257208,54.74,2025-08-26T02:42,2025-08-29T01:07,2025-08-29T14:52,2025-08-29T19:11,upi,paid,settled,False,active,True,False,
TXN505293,img/lots/116119.jpg,LOT116119,COL2165,REC1032,PCB,PCB-MBH,3.1,1.4,2434.38,2450.51,1860.03,Pimpri-Chinchwad,18.617174,73.831229,18.620266,73.821743,1.06,2025-08-25T18:33,2025-08-28T08:00,2025-08-28T11:26,2025-08-30T03:01,upi,paid,settled,True,active,True,True,weight_value_mismatch
TXN505294,img/lots/111482.jpg,LOT111482,COL2139,REC1028,Mixed plastic,PLA-MIX,36.6,37.9,550.54,570.64,460.43,Mumbai,19.071536,72.877813,19.117684,73.009673,14.78,2025-08-25T22:06,2025-08-29T17:56,,,upi,pending,handed_over,True,active,True,False,
TXN505295,img/lots/114209.jpg,LOT114209,COL2025,REC1002,Cable,CBL-CU,55.7,57.0,15717.57,16089.78,14548.84,Nagpur,21.135258,79.056524,21.234049,78.898754,19.7,2025-08-26T11:01,2025-08-28T13:00,2025-08-29T04:55,2025-08-29T13:21,upi,paid,settled,True,active,True,False,
TXN505296,img/lots/116972.jpg,LOT116972,COL2381,REC1025,Mixed plastic,PLA-MIX,53.5,51.3,712.46,686.78,673.03,Mumbai,19.000671,72.850597,19.118039,73.013026,21.49,2025-08-25T16:43,2025-08-28T01:30,2025-08-28T16:37,2025-08-29T21:19,upi,paid,settled,False,active,True,False,
TXN505297,img/lots/117338.jpg,LOT117338,COL2317,REC1062,Battery,BAT-PB,1.1,1.1,83.71,84.11,74.83,Aurangabad,19.887416,75.375324,19.872958,75.461709,9.18,2025-08-26T16:56,2025-08-27T19:49,2025-08-27T20:09,2025-08-28T20:23,cash,paid,settled,False,active,True,False,
TXN505298,img/lots/111785.jpg,LOT111785,COL2140,REC1022,Cable,CBL-CU,29.4,28.3,8762.91,8589.34,7698.39,Pune,18.530883,73.85795,18.487957,73.956083,11.4,2025-08-26T01:17,2025-08-27T11:50,2025-08-27T19:52,2025-08-27T22:37,cash,paid,settled,True,active,True,False,
TXN505299,img/lots/108201.jpg,LOT108201,COL2256,REC1014,Cable,CBL-AL,40.2,41.0,4049.99,4212.32,3643.33,Nagpur,21.210002,79.135221,21.127708,78.961071,20.24,2025-08-26T16:13,2025-08-29T13:53,,,cash,pending,handed_over,False,expiring_soon,True,False,
TXN505300,img/lots/105328.jpg,LOT105328,COL2092,REC1032,Cable,CBL-AL,99.9,96.9,10578.48,9807.85,9711.28,Pimpri-Chinchwad,18.659317,73.850717,18.620266,73.821743,5.31,2025-08-26T03:56,2025-08-28T14:22,2025-08-28T21:03,2025-08-31T01:10,upi,paid,settled,True,active,True,False,
