lot_id,collector_id,created_at,material_category,sub_category,material_code,item_count,description_voice_transcript,transcript_language,input_method,image_ref,weight_kg,weight_source,condition,source_type,collection_city,collection_area,collection_lat,collection_lng,estimated_value_informal,estimated_value_formal,predicted_category,prediction_confidence,prediction_accepted_by_user,created_offline
LOT101275,COL2350,2025-03-15T13:30,Battery,Lead-acid,BAT-PB,4,laptop battery 8 kilo,mr,voice,img/lots/101275.jpg,7.8,platform_scale,broken,apartment_drive,Aurangabad,Waluj,19.886022,75.338287,573.14,647.48,Battery,0.99,True,False
LOT112878,COL2122,2025-03-15T13:35,PCB,TV / appliance board (low grade),PCB-LOW,3,motherboard 6 kilo,mr,icon_keypad,img/lots/112878.jpg,5.6,spring_balance,intact,household_pickup,Mumbai,Malad West,19.018113,72.86824,803.21,1046.47,PCB,0.99,True,False
LOT113662,COL2139,2025-03-15T13:37,CRT,Deflection yoke,CRT-YOK,3,juna TV monitor 91 kilo,mr,icon_keypad,img/lots/113662.jpg,90.9,spring_balance,partially_dismantled,household_pickup,Mumbai,Dharavi,19.119871,72.890608,4629.54,5333.1,CRT,0.913,True,True
LOT102704,COL2182,2025-03-15T13:41,Cable,Copper household wire,CBL-CU,4,waayar 31 kilo,mr,icon_keypad,img/lots/102704.jpg,31.0,platform_scale,broken,household_pickup,Pune,Katraj,18.53645,73.889278,8660.47,9125.16,Cable,0.887,True,False
LOT106667,COL2331,2025-03-15T13:58,Cable,Aluminium cable,CBL-AL,4,"25 kilo copper cable, purana",hi,icon_keypad,img/lots/106667.jpg,25.1,platform_scale,partially_dismantled,small_shop,Pimpri-Chinchwad,Talawade,18.608391,73.800074,2494.44,2655.08,Cable,0.897,True,False
LOT102001,COL2135,2025-03-15T14:30,Motor & magnet-bearing,Compressor motor,MTR-CMP,1,15 kilo motor,hi,voice,img/lots/102001.jpg,15.4,platform_scale,intact,other_collector,Mumbai,Govandi,19.034229,72.788284,950.95,1124.51,Motor & magnet-bearing,0.883,True,False
LOT104390,COL2176,2025-03-15T14:45,LCD/LED panel,Laptop panel,LCD-LAP,3,laptop screen 27 kilo,mr,voice,img/lots/104390.jpg,27.4,estimated,partially_dismantled,household_pickup,Mumbai,Malad West,19.072949,72.875246,1094.9,1343.15,LCD/LED panel,0.895,True,False
LOT117286,COL2213,2025-03-15T14:55,CRT,Monochrome monitor tube,CRT-MON,1,"do CRT TV, purana",mr,voice,img/lots/117286.jpg,11.4,spring_balance,broken,household_pickup,Nashik,Nashik Road,19.997138,73.791198,118.1,155.27,CRT,0.99,True,False
LOT101359,COL2391,2025-03-15T15:38,Motor & magnet-bearing,HDD assembly,MTR-HDD,3,speaker 19 kilo,hi,icon_keypad,img/lots/101359.jpg,19.4,spring_balance,broken,other_collector,Nagpur,Kamptee Road,21.147774,79.08736,2551.29,3208.57,LCD/LED panel,0.607,False,True
LOT116512,COL2350,2025-03-15T15:59,PCB,GPU / add-on card,PCB-GPU,6,9 kilo circuit board,mr,voice,img/lots/116512.jpg,8.9,platform_scale,intact,household_pickup,Aurangabad,Cidco N-7,19.881039,75.418637,6628.63,8421.0,PCB,0.843,True,False
LOT104438,COL2332,2025-03-15T17:05,Mixed plastic,ABS casing,PLA-ABS,4,24 kilo bhanga plastic,hi,icon_keypad,img/lots/104438.jpg,24.2,spring_balance,broken,household_pickup,Nagpur,Kamptee Road,21.143523,79.067017,786.5,879.91,Mixed plastic,0.988,True,True
LOT100909,COL2240,2025-03-15T17:19,Cable,Mixed insulated,CBL-MIX,6,84 kilo tambe waayar,mr,voice,img/lots/100909.jpg,84.1,platform_scale,broken,small_shop,Pune,Yerawada,18.603666,73.852264,6285.63,6892.84,Cable,0.918,True,False
LOT118814,COL2164,2025-03-15T17:26,CRT,Deflection yoke,CRT-YOK,2,juna TV monitor 40 kilo,hi,voice,img/lots/118814.jpg,40.0,spring_balance,partially_dismantled,household_pickup,Mumbai,Bhandup,19.030801,72.895575,2037.2,2346.8,CRT,0.901,True,False
LOT108124,COL2350,2025-03-15T18:39,Mixed plastic,Mixed dirty,PLA-MIX,4,60 kilo bhanga plastic,mr,icon_keypad,img/lots/108124.jpg,60.1,platform_scale,intact,small_shop,Aurangabad,Chikalthana,19.826672,75.387233,741.03,813.15,Mixed plastic,0.887,True,True
LOT101635,COL2131,2025-03-15T18:45,Battery,Ni-MH,BAT-NIMH,3,2 kilo cell,mr,icon_keypad,img/lots/101635.jpg,2.4,estimated,intact,household_pickup,Pune,Kothrud,18.580122,73.835362,147.72,176.47,Battery,0.773,True,False
LOT108540,COL2258,2025-03-15T18:48,CRT,Monochrome monitor tube,CRT-MON,2,"do CRT TV, purana",mr,voice,img/lots/108540.jpg,39.4,spring_balance,broken,household_pickup,Mumbai,Malad West,19.08829,72.878659,433.4,569.72,CRT,0.916,True,True
LOT102840,COL2396,2025-03-15T18:55,CRT,Deflection yoke,CRT-YOK,1,22 kilo purana TV tube,mr,icon_keypad,img/lots/102840.jpg,21.6,platform_scale,broken,household_pickup,Nashik,Satpur,20.003618,73.833489,946.94,1090.8,CRT,0.864,True,False
LOT108070,COL2139,2025-03-15T18:59,CRT,Deflection yoke,CRT-YOK,2,"do CRT TV, purana",mr,voice,img/lots/108070.jpg,42.3,spring_balance,broken,apartment_drive,Mumbai,Mankhurd,19.077381,72.879131,2154.34,2481.74,CRT,0.902,True,False
LOT116678,COL2139,2025-03-15T19:12,Motor & magnet-bearing,Speaker magnet,MTR-SPK,1,chumbak wali motor 2 kilo,mr,voice,img/lots/116678.jpg,2.1,estimated,intact,household_pickup,Mumbai,Govandi,19.124864,72.855682,197.93,246.79,Motor & magnet-bearing,0.827,True,False
LOT113198,COL2394,2025-03-15T19:38,CRT,Monochrome monitor tube,CRT-MON,2,"do CRT TV, purana",mr,voice,img/lots/113198.jpg,43.6,platform_scale,broken,household_pickup,Aurangabad,Chikalthana,19.876669,75.273145,440.36,579.01,CRT,0.773,True,False
LOT117012,COL2094,2025-03-16T07:00,Battery,Ni-MH,BAT-NIMH,2,7 kilo battery,hi,icon_keypad,img/lots/117012.jpg,6.6,spring_balance,intact,apartment_drive,Mumbai,Vikhroli,19.069434,72.878715,413.69,494.08,Motor & magnet-bearing,0.663,False,False
LOT105296,COL2168,2025-03-16T07:16,Battery,Button / coin cell,BAT-BTN,4,laptop battery 3 kilo,mr,voice,img/lots/105296.jpg,3.2,spring_balance,partially_dismantled,household_pickup,Pimpri-Chinchwad,Akurdi,18.678238,73.751158,106.11,131.33,Battery,0.815,True,False
LOT112378,COL2389,2025-03-16T08:37,Cable,Aluminium cable,CBL-AL,4,26 kilo wire mila hai,hi,voice,img/lots/112378.jpg,25.7,spring_balance,intact,office_clearance,Pune,Vishrantwadi,18.537894,73.853643,2516.8,2678.97,Cable,0.912,True,False
LOT102589,COL2261,2025-03-16T08:52,Cable,Armoured / data cable,CBL-ARM,4,"30 kilo copper cable, purana",hi,voice,img/lots/102589.jpg,30.4,platform_scale,partially_dismantled,apartment_drive,Mumbai,Govandi,19.035599,72.850348,4211.01,4527.78,Cable,0.84,True,True
LOT106031,COL2352,2025-03-16T09:03,Motor & magnet-bearing,Speaker magnet,MTR-SPK,1,11 kilo hard disk,hi,voice,img/lots/106031.jpg,11.0,spring_balance,broken,household_pickup,Pune,Katraj,18.516345,73.788105,1005.95,1254.44,Motor & magnet-bearing,0.904,True,True
LOT116733,COL2139,2025-03-16T09:11,Cable,Copper household wire,CBL-CU,4,"8 kilo copper cable, purana",mr,icon_keypad,img/lots/116733.jpg,7.8,estimated,partially_dismantled,office_clearance,Mumbai,Govandi,19.058135,72.970908,2048.44,2158.49,Cable,0.874,True,False
LOT103426,COL2155,2025-03-16T09:14,LCD/LED panel,Monitor panel,LCD-MON,3,15 kilo LCD screen,hi,voice,img/lots/103426.jpg,14.8,platform_scale,partially_dismantled,apartment_drive,Nagpur,Sitabuldi,21.123668,79.14836,448.44,545.08,LCD/LED panel,0.906,True,True
LOT118839,COL2353,2025-03-16T09:36,Mixed plastic,ABS casing,PLA-ABS,6,75 kilo bhanga plastic,hi,voice,img/lots/118839.jpg,74.9,platform_scale,partially_dismantled,office_clearance,Aurangabad,Cidco N-7,19.883958,75.350502,2481.44,2777.29,Mixed plastic,0.925,True,False
LOT105688,COL2192,2025-03-16T10:21,Mixed plastic,PC/ABS blend,PLA-PCABS,6,computer cabinet plastic 70 kilo,hi,voice,img/lots/105688.jpg,70.0,estimated,intact,household_pickup,Pune,Vishrantwadi,18.54675,73.780413,2701.3,3052.0,Mixed plastic,0.72,True,True
LOT111766,COL2350,2025-03-16T10:26,Battery,Button / coin cell,BAT-BTN,5,2 kilo battery,mr,icon_keypad,img/lots/111766.jpg,1.8,platform_scale,intact,household_pickup,Aurangabad,Shendra,19.810758,75.334344,55.13,68.24,Battery,0.777,True,False
LOT115550,COL2264,2025-03-16T10:52,CRT,Colour TV tube,CRT-CTV,4,63 kilo purana TV tube,mr,voice,img/lots/115550.jpg,63.1,platform_scale,partially_dismantled,small_shop,Pune,Vishrantwadi,18.589563,73.881397,957.86,1279.67,CRT,0.776,True,False
LOT102109,COL2139,2025-03-16T11:37,Cable,Copper household wire,CBL-CU,3,"160 kilo copper cable, purana",mr,icon_keypad,img/lots/102109.jpg,160.0,spring_balance,partially_dismantled,household_pickup,Mumbai,Vikhroli,19.121582,72.942042,42019.2,44276.8,Cable,0.886,True,False
LOT109647,COL2098,2025-03-16T12:06,CRT,Monochrome monitor tube,CRT-MON,1,juna TV monitor 31 kilo,mr,voice,img/lots/109647.jpg,30.6,spring_balance,partially_dismantled,other_collector,Pune,Wagholi,18.447324,73.8917,328.03,431.15,CRT,0.957,True,False
LOT116165,COL2268,2025-03-16T12:13,CRT,Colour TV tube,CRT-CTV,4,53 kilo purana TV tube,mr,voice,img/lots/116165.jpg,52.6,platform_scale,intact,household_pickup,Pune,Hadapsar,18.467877,73.897529,798.47,1066.73,CRT,0.875,True,False
LOT117071,COL2041,2025-03-16T12:40,Cable,Copper household wire,CBL-CU,2,35 kilo tambe waayar,hi,voice,img/lots/117071.jpg,34.7,spring_balance,burnt,household_pickup,Pune,Hadapsar,18.457922,73.929821,9568.18,10082.09,Cable,0.891,True,True
LOT108771,COL2011,2025-03-16T12:48,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,6,10 kilo motor,mr,voice,img/lots/108771.jpg,10.0,spring_balance,broken,apartment_drive,Nagpur,Wadi,21.202475,79.084817,688.4,828.9,Motor & magnet-bearing,0.948,True,False
LOT115713,COL2323,2025-03-16T13:02,Cable,Copper household wire,CBL-CU,3,"17 kilo copper cable, purana",mr,voice,img/lots/115713.jpg,17.0,spring_balance,broken,household_pickup,Pune,Dhankawadi,18.495862,73.870536,4687.58,4939.35,Cable,0.893,True,True
LOT104495,COL2313,2025-03-16T13:26,Cable,Mixed insulated,CBL-MIX,9,"63 kilo copper cable, purana",hi,voice,img/lots/104495.jpg,63.3,spring_balance,intact,apartment_drive,Pimpri-Chinchwad,Pimpri,18.689727,73.831974,4655.71,5105.78,Cable,0.782,True,False
LOT105259,COL2286,2025-03-16T13:42,Cable,Armoured / data cable,CBL-ARM,1,"2 kilo copper cable, purana",hi,voice,img/lots/105259.jpg,2.0,spring_balance,partially_dismantled,household_pickup,Pune,Yerawada,18.509618,73.835571,252.62,271.62,Cable,0.869,True,True
LOT117082,COL2365,2025-03-16T14:04,Mixed plastic,Mixed dirty,PLA-MIX,3,68 kilo bhanga plastic,mr,voice,img/lots/117082.jpg,68.4,estimated,broken,apartment_drive,Nashik,Satpur,19.940044,73.862219,847.48,930.24,Mixed plastic,0.952,True,True
LOT107004,COL2139,2025-03-16T14:22,Cable,Mixed insulated,CBL-MIX,1,"4 kilo copper cable, purana",mr,icon_keypad,img/lots/107004.jpg,4.1,platform_scale,intact,office_clearance,Mumbai,Bhandup,19.070712,72.814963,321.07,352.11,Cable,0.831,True,False
LOT114722,COL2030,2025-03-16T14:33,Cable,Mixed insulated,CBL-MIX,2,8 kilo tambe waayar,mr,voice,img/lots/114722.jpg,8.4,platform_scale,intact,small_shop,Pune,Vishrantwadi,18.613714,73.83991,635.54,696.95,Cable,0.873,True,True
LOT105813,COL2100,2025-03-16T15:48,Motor & magnet-bearing,HDD assembly,MTR-HDD,4,20 kilo motor,mr,voice,img/lots/105813.jpg,20.4,platform_scale,intact,household_pickup,Mumbai,Bhandup,19.118324,72.849312,3008.59,3784.2,Motor & magnet-bearing,0.99,True,True
LOT117416,COL2350,2025-03-16T15:51,Mixed plastic,PC/ABS blend,PLA-PCABS,5,26 kilo plastic,mr,voice,img/lots/117416.jpg,26.4,estimated,partially_dismantled,apartment_drive,Aurangabad,Shendra,19.869771,75.352987,941.42,1063.66,Mixed plastic,0.874,True,False
LOT119208,COL2327,2025-03-16T15:58,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,5,42 kilo hard disk,hi,assisted,img/lots/119208.jpg,41.5,spring_balance,intact,household_pickup,Mumbai,Govandi,19.128388,72.9125,2961.02,3565.26,Motor & magnet-bearing,0.807,True,False
LOT114864,COL2350,2025-03-16T16:06,Battery,Button / coin cell,BAT-BTN,4,35 kilo cell,mr,icon_keypad,img/lots/114864.jpg,34.6,platform_scale,partially_dismantled,household_pickup,Aurangabad,Waluj,19.938606,75.379347,1059.8,1311.69,Battery,0.896,True,True
LOT100116,COL2329,2025-03-16T17:33,Motor & magnet-bearing,HDD assembly,MTR-HDD,6,chumbak wali motor 108 kilo,hi,voice,img/lots/100116.jpg,107.6,platform_scale,intact,household_pickup,Aurangabad,Cidco N-7,19.866726,75.345262,14915.51,18761.14,Motor & magnet-bearing,0.869,True,False
LOT101224,COL2332,2025-03-16T17:59,Mixed plastic,ABS casing,PLA-ABS,3,13 kilo plastic,hi,voice,img/lots/101224.jpg,12.6,platform_scale,intact,household_pickup,Nagpur,Sitabuldi,21.101094,79.050417,432.18,483.71,PCB,0.506,False,True
LOT115086,COL2244,2025-03-16T18:04,Motor & magnet-bearing,Speaker magnet,MTR-SPK,1,5 kilo hard disk,hi,voice,img/lots/115086.jpg,4.8,spring_balance,broken,office_clearance,Mumbai,Vikhroli,19.096817,72.843378,456.1,568.8,Motor & magnet-bearing,0.99,True,False
LOT108815,COL2266,2025-03-16T18:07,Battery,Ni-MH,BAT-NIMH,4,6 kilo battery,mr,voice,img/lots/108815.jpg,5.8,spring_balance,broken,apartment_drive,Mumbai,Malad West,19.053719,72.883741,363.54,434.19,Battery,0.856,True,False
LOT119727,COL2217,2025-03-16T18:40,Mixed plastic,HIPS,PLA-HIPS,3,computer cabinet plastic 103 kilo,mr,voice,img/lots/119727.jpg,103.0,platform_scale,partially_dismantled,small_shop,Aurangabad,Shendra,19.780544,75.363397,2632.68,2917.99,Mixed plastic,0.757,True,False
LOT117091,COL2268,2025-03-16T18:54,Motor & magnet-bearing,Speaker magnet,MTR-SPK,5,18 kilo hard disk,mr,voice,img/lots/117091.jpg,17.8,platform_scale,partially_dismantled,household_pickup,Pune,Yerawada,18.568517,73.863188,1627.81,2029.91,Motor & magnet-bearing,0.866,True,False
LOT117034,COL2289,2025-03-16T18:58,PCB,GPU / add-on card,PCB-GPU,1,motherboard 7 kilo,mr,voice,img/lots/117034.jpg,6.8,platform_scale,intact,other_collector,Pune,Katraj,18.451499,73.857006,5651.96,7178.69,PCB,0.889,True,False
LOT107797,COL2139,2025-03-16T19:20,Cable,Aluminium cable,CBL-AL,3,waayar 29 kilo,mr,assisted,img/lots/107797.jpg,29.1,spring_balance,broken,household_pickup,Mumbai,Govandi,19.092334,72.776304,3266.77,3477.45,Cable,0.94,True,False
LOT111539,COL2278,2025-03-16T19:35,Mixed plastic,PC/ABS blend,PLA-PCABS,3,TV ka cover 18 kilo,hi,voice,img/lots/111539.jpg,18.2,platform_scale,intact,small_shop,Nagpur,Hingna,21.100576,79.101746,687.78,777.14,Mixed plastic,0.941,True,False
LOT101271,COL2283,2025-03-16T19:38,LCD/LED panel,Laptop panel,LCD-LAP,2,14 kilo panel,mr,voice,img/lots/101271.jpg,14.0,spring_balance,partially_dismantled,apartment_drive,Pune,Yerawada,18.533638,73.835145,548.52,672.7,LCD/LED panel,0.813,True,False
LOT106080,COL2168,2025-03-16T19:46,Motor & magnet-bearing,HDD assembly,MTR-HDD,4,speaker 42 kilo,mr,voice,img/lots/106080.jpg,42.2,spring_balance,intact,household_pickup,Pimpri-Chinchwad,Talawade,18.631708,73.800048,5999.15,7545.78,Motor & magnet-bearing,0.868,True,True
LOT110676,COL2139,2025-03-17T07:02,Mixed plastic,PC/ABS blend,PLA-PCABS,5,TV ka cover 94 kilo,mr,icon_keypad,img/lots/110676.jpg,93.7,spring_balance,partially_dismantled,other_collector,Mumbai,Andheri East,18.99764,72.90095,3651.49,4125.61,CRT,0.589,False,False
LOT107206,COL2208,2025-03-17T07:13,Cable,Armoured / data cable,CBL-ARM,5,waayar 45 kilo,hi,voice,img/lots/107206.jpg,45.0,estimated,partially_dismantled,household_pickup,Pimpri-Chinchwad,Pimpri,18.630995,73.803389,6091.65,6552.0,Cable,0.855,True,False
LOT111745,COL2139,2025-03-17T07:17,Mixed plastic,ABS casing,PLA-ABS,4,computer cabinet plastic 23 kilo,mr,voice,img/lots/111745.jpg,22.7,platform_scale,intact,household_pickup,Mumbai,Mankhurd,19.140611,72.925011,836.95,936.6,Battery,0.611,False,True
LOT103041,COL2305,2025-03-17T08:44,Cable,Copper household wire,CBL-CU,3,8 kilo tambe waayar,mr,voice,img/lots/103041.jpg,8.0,platform_scale,partially_dismantled,small_shop,Pune,Vishrantwadi,18.492439,73.851757,2239.52,2360.48,Cable,0.872,True,True
LOT105270,COL2350,2025-03-17T09:01,CRT,Deflection yoke,CRT-YOK,3,54 kilo TV ka glass,mr,icon_keypad,img/lots/105270.jpg,53.5,spring_balance,intact,small_shop,Aurangabad,Garkheda,19.888513,75.353062,2492.57,2870.81,CRT,0.951,True,False
LOT111160,COL2139,2025-03-17T09:14,Cable,Mixed insulated,CBL-MIX,8,37 kilo wire mila hai,mr,voice,img/lots/111160.jpg,36.7,platform_scale,intact,other_collector,Mumbai,Kurla,19.060586,72.876185,2813.79,3087.2,Cable,0.953,True,False
LOT116474,COL2213,2025-03-17T09:42,Cable,Aluminium cable,CBL-AL,1,"8 kilo copper cable, purana",mr,voice,img/lots/116474.jpg,8.4,spring_balance,partially_dismantled,apartment_drive,Nashik,Deolali,19.949849,73.746136,857.89,913.5,Cable,0.897,True,True
LOT119578,COL2088,2025-03-17T09:44,CRT,Deflection yoke,CRT-YOK,2,49 kilo TV ka glass,hi,icon_keypad,img/lots/119578.jpg,49.2,spring_balance,intact,other_collector,Nagpur,Wadi,21.122078,79.091237,2349.79,2706.49,CRT,0.885,True,False
LOT114837,COL2139,2025-03-17T10:05,Battery,Ni-MH,BAT-NIMH,4,laptop battery 2 kilo,mr,voice,img/lots/114837.jpg,2.4,spring_balance,partially_dismantled,small_shop,Mumbai,Bhandup,19.021874,72.822587,150.72,180.14,Battery,0.829,True,True
LOT105864,COL2045,2025-03-17T10:06,Motor & magnet-bearing,Small AC/DC motor,MTR-SML,2,speaker 5 kilo,hi,icon_keypad,img/lots/105864.jpg,5.3,spring_balance,partially_dismantled,household_pickup,Pune,Yerawada,18.535275,73.792398,387.64,467.19,Motor & magnet-bearing,0.914,True,False
LOT118404,COL2139,2025-03-17T10:50,LCD/LED panel,Laptop panel,LCD-LAP,5,laptop screen 16 kilo,mr,voice,img/lots/118404.jpg,16.4,spring_balance,broken,household_pickup,Mumbai,Bhandup,19.02335,72.813333,633.2,776.38,LCD/LED panel,0.872,True,True
LOT119324,COL2278,2025-03-17T11:03,PCB,Motherboard (high grade),PCB-MBH,3,computer ka board 10 kilo,hi,icon_keypad,img/lots/119324.jpg,9.7,spring_balance,intact,other_collector,Nagpur,Hingna,21.144236,79.108627,6015.45,7704.52,CRT,0.46,False,True
LOT109926,COL2380,2025-03-17T11:28,Cable,Armoured / data cable,CBL-ARM,3,waayar 21 kilo,hi,icon_keypad,img/lots/109926.jpg,21.3,estimated,partially_dismantled,small_shop,Pimpri-Chinchwad,Chinchwad,18.646485,73.790593,2883.38,3101.28,Cable,0.707,True,True
LOT117189,COL2245,2025-03-17T12:23,Mixed plastic,Mixed dirty,PLA-MIX,7,61 kilo bhanga plastic,hi,icon_keypad,img/lots/117189.jpg,60.9,platform_scale,broken,household_pickup,Pune,Hadapsar,18.515423,73.833402,753.33,826.41,Mixed plastic,0.914,True,False
LOT112883,COL2040,2025-03-17T12:33,Cable,Copper household wire,CBL-CU,3,"47 kilo copper cable, purana",hi,voice,img/lots/112883.jpg,46.8,estimated,partially_dismantled,apartment_drive,Nashik,Satpur,19.99769,73.791494,12370.18,13038.01,Cable,0.845,True,False
LOT111604,COL2220,2025-03-17T12:57,Battery,Ni-MH,BAT-NIMH,6,gaadi ki battery 20 kilo,mr,voice,img/lots/111604.jpg,19.6,spring_balance,broken,office_clearance,Nashik,Ambad,19.984252,73.82393,1180.12,1410.61,Battery,0.912,True,False
LOT114746,COL2350,2025-03-17T13:07,CRT,Monochrome monitor tube,CRT-MON,2,53 kilo TV ka glass,mr,icon_keypad,img/lots/114746.jpg,52.6,spring_balance,partially_dismantled,household_pickup,Aurangabad,Waluj,19.87627,75.349685,512.32,673.28,CRT,0.99,True,False
LOT105641,COL2332,2025-03-17T13:14,Mixed plastic,ABS casing,PLA-ABS,5,59 kilo bhanga plastic,hi,voice,img/lots/105641.jpg,59.0,estimated,intact,small_shop,Nagpur,Manish Nagar,21.076536,79.03303,1947.0,2178.87,Mixed plastic,0.769,True,False
LOT113632,COL2248,2025-03-17T13:20,Cable,Copper household wire,CBL-CU,3,"3 kilo copper cable, purana",mr,voice,img/lots/113632.jpg,3.3,spring_balance,intact,office_clearance,Pimpri-Chinchwad,Talawade,18.606336,73.792883,941.75,992.61,Cable,0.854,True,True
LOT112010,COL2041,2025-03-17T13:23,Mixed plastic,Mixed dirty,PLA-MIX,8,computer cabinet plastic 123 kilo,hi,voice,img/lots/112010.jpg,123.0,spring_balance,broken,small_shop,Pune,Kothrud,18.520474,73.870608,1521.51,1669.11,Mixed plastic,0.887,True,False
LOT119146,COL2047,2025-03-17T13:24,Cable,Armoured / data cable,CBL-ARM,3,waayar 27 kilo,mr,icon_keypad,img/lots/119146.jpg,27.4,spring_balance,burnt,small_shop,Pune,Kothrud,18.465582,73.846397,3702.56,3982.59,LCD/LED panel,0.531,False,False
LOT101085,COL2056,2025-03-17T13:31,CRT,Colour TV tube,CRT-CTV,2,"do CRT TV, purana",mr,voice,img/lots/101085.jpg,32.0,spring_balance,partially_dismantled,household_pickup,Pune,Hadapsar,18.48284,73.872411,474.24,633.6,CRT,0.888,True,False
LOT100697,COL2063,2025-03-17T13:36,PCB,Mixed populated board,PCB-MIX,2,9 kilo circuit board,mr,voice,img/lots/100697.jpg,8.8,platform_scale,intact,household_pickup,Nashik,Deolali,19.953089,73.765379,2719.29,3512.26,PCB,0.926,True,True
LOT119634,COL2139,2025-03-17T13:53,Cable,Copper household wire,CBL-CU,3,35 kilo tambe waayar,mr,assisted,img/lots/119634.jpg,34.6,spring_balance,intact,other_collector,Mumbai,Malad West,19.088102,72.894414,10270.66,10825.3,Cable,0.883,True,False
LOT112194,COL2218,2025-03-17T14:28,Motor & magnet-bearing,Speaker magnet,MTR-SPK,4,65 kilo hard disk,hi,voice,img/lots/112194.jpg,65.1,platform_scale,intact,office_clearance,Pune,Dhankawadi,18.524993,73.857368,6650.62,8302.85,Motor & magnet-bearing,0.877,True,False
LOT106260,COL2218,2025-03-17T14:53,LCD/LED panel,Laptop panel,LCD-LAP,4,24 kilo LCD screen,hi,assisted,img/lots/106260.jpg,24.2,spring_balance,broken,small_shop,Pune,Vishrantwadi,18.4373,73.877544,934.12,1145.39,LCD/LED panel,0.979,True,False
LOT115212,COL2005,2025-03-17T15:21,Cable,Aluminium cable,CBL-AL,2,13 kilo wire mila hai,mr,icon_keypad,img/lots/115212.jpg,12.9,spring_balance,partially_dismantled,household_pickup,Pune,Bhosari,18.567511,73.921583,1361.08,1449.32,Cable,0.846,True,True
LOT111824,COL2394,2025-03-17T16:08,PCB,TV / appliance board (low grade),PCB-LOW,6,computer ka board 23 kilo,mr,voice,img/lots/111824.jpg,23.3,spring_balance,partially_dismantled,household_pickup,Aurangabad,Shendra,19.878657,75.339043,2891.3,3765.51,PCB,0.947,True,False
LOT119651,COL2389,2025-03-17T16:44,PCB,GPU / add-on card,PCB-GPU,2,6 kilo circuit board,hi,voice,img/lots/119651.jpg,6.4,estimated,partially_dismantled,office_clearance,Pune,Bhosari,18.535375,73.860329,5025.15,6381.89,Mixed plastic,0.355,False,True
LOT111862,COL2217,2025-03-17T16:59,Mixed plastic,ABS casing,PLA-ABS,3,97 kilo bhanga plastic,mr,voice,img/lots/111862.jpg,96.7,spring_balance,intact,office_clearance,Aurangabad,Garkheda,19.791104,75.324362,3134.05,3507.31,Mixed plastic,0.907,True,True
LOT118290,COL2238,2025-03-17T17:03,Mixed plastic,HIPS,PLA-HIPS,5,112 kilo bhanga plastic,mr,voice,img/lots/118290.jpg,112.1,estimated,broken,small_shop,Mumbai,Mankhurd,19.09327,72.946544,3126.47,3465.01,Mixed plastic,0.854,True,False
LOT111076,COL2381,2025-03-17T17:06,Cable,Aluminium cable,CBL-AL,3,160 kilo tambe waayar,hi,voice,img/lots/111076.jpg,160.0,spring_balance,broken,apartment_drive,Mumbai,Andheri East,19.010263,72.912669,16593.6,17668.8,Cable,0.937,True,False
LOT110191,COL2040,2025-03-17T17:15,Battery,Lead-acid,BAT-PB,3,laptop battery 2 kilo,hi,voice,img/lots/110191.jpg,2.2,spring_balance,intact,small_shop,Nashik,Cidco,19.971044,73.779624,170.24,192.39,Battery,0.928,True,True
LOT119384,COL2157,2025-03-17T17:37,Mixed plastic,HIPS,PLA-HIPS,6,18 kilo plastic,mr,voice,img/lots/119384.jpg,18.5,platform_scale,partially_dismantled,household_pickup,Nashik,Cidco,20.067494,73.73655,483.77,536.13,CRT,0.541,False,False
LOT105391,COL2334,2025-03-17T17:44,Mixed plastic,HIPS,PLA-HIPS,5,87 kilo bhanga plastic,mr,icon_keypad,img/lots/105391.jpg,86.8,spring_balance,broken,office_clearance,Nashik,Satpur,20.030346,73.808803,2269.82,2515.46,Mixed plastic,0.952,True,False
LOT102403,COL2367,2025-03-17T18:13,Motor & magnet-bearing,Speaker magnet,MTR-SPK,2,10 kilo motor,mr,icon_keypad,img/lots/102403.jpg,10.0,platform_scale,broken,household_pickup,Pune,Dhankawadi,18.559019,73.849592,1021.6,1275.4,Motor & magnet-bearing,0.932,True,True
LOT119073,COL2139,2025-03-17T18:22,Battery,Li-ion laptop / phone pack,BAT-LI,4,8 kilo battery,mr,voice,img/lots/119073.jpg,7.7,platform_scale,intact,small_shop,Mumbai,Bhandup,19.083904,72.959154,752.83,973.36,Battery,0.786,True,False
LOT105229,COL2192,2025-03-17T18:45,Mixed plastic,Mixed dirty,PLA-MIX,6,72 kilo bhanga plastic,hi,voice,img/lots/105229.jpg,72.0,spring_balance,partially_dismantled,household_pickup,Pune,Dhankawadi,18.527492,73.84882,890.64,977.04,Mixed plastic,0.855,True,False
LOT118455,COL2350,2025-03-17T18:48,PCB,GPU / add-on card,PCB-GPU,9,17 kilo green plate,mr,icon_keypad,img/lots/118455.jpg,17.3,estimated,partially_dismantled,office_clearance,Aurangabad,Cidco N-7,19.846164,75.379806,12730.9,16168.23,PCB,0.876,True,False
LOT114054,COL2047,2025-03-17T19:12,Cable,Mixed insulated,CBL-MIX,6,"30 kilo copper cable, purana",mr,voice,img/lots/114054.jpg,30.4,spring_balance,intact,other_collector,Pune,Dhankawadi,18.515845,73.790194,2319.22,2544.78,Cable,0.864,True,False
