trace_id,lot_id,txn_id,handover_ref,photo_refs,photo_reused_from_other_lot,scale_photo_ref,weight_kg,gps_lat,gps_lng,gps_accuracy_m,captured_at,device_offline_at_capture,synced_at,sync_lag_minutes,recycler_confirmed_at,confirmation_method,downstream_status,epr_credit_reference
TRC701194,LOT117468,TXN501368,KC-ALLAA9,img/lots/117468.jpg|img/handover/501194_0.jpg|img/handover/501194_1.jpg|img/handover/501194_2.jpg,False,img/scale/501194.jpg,113.7,19.067752,73.07251,13,2025-04-18T04:45,False,2025-04-18T04:48,3,2025-04-18T23:14,code_entry,received_at_facility,EPR/MH/2025/12231
TRC701195,LOT107709,TXN501369,KC-NDK7NN,img/lots/107709.jpg|img/handover/501195_0.jpg|img/handover/501195_1.jpg,False,img/scale/501195.jpg,9.3,19.892702,75.483491,8,2025-04-21T06:45,True,2025-04-21T15:15,510,,qr_scan,received_at_facility,
TRC701196,LOT105737,TXN501371,KC-6YJK9C,img/lots/105737.jpg|img/handover/501196_0.jpg|img/handover/501196_1.jpg,False,img/scale/501196.jpg,47.4,19.892702,75.483491,15,2025-04-17T13:05,True,2025-04-17T17:01,236,2025-04-17T18:31,code_entry,segregated,EPR/MH/2025/92996
TRC701197,LOT113402,TXN501375,KC-RH9DWW,img/lots/113402.jpg|img/handover/501197_0.jpg,False,img/scale/501197.jpg,37.5,19.961843,73.714173,52,2025-04-17T18:56,False,2025-04-17T18:56,0,2025-04-18T05:52,code_entry,recovery_complete,EPR/MH/2025/37259
TRC701198,LOT111486,TXN501376,KC-AJ6PTF,img/lots/111486.jpg|img/handover/501198_0.jpg|img/handover/501198_1.jpg,False,img/scale/501198.jpg,18.1,19.061762,73.088075,19,2025-04-18T05:45,False,2025-04-18T05:46,1,2025-04-18T17:05,code_entry,sent_for_recovery,EPR/MH/2026/45705
TRC701199,LOT105943,TXN501377,KC-AHV6XL,img/lots/105943.jpg|img/handover/501199_0.jpg|img/handover/501199_1.jpg,False,img/scale/501199.jpg,14.3,19.884991,75.415283,13,2025-04-20T20:06,True,2025-04-21T09:25,799,2025-04-21T12:22,code_entry,recovery_complete,EPR/MH/2025/60807
TRC701200,LOT105750,TXN501378,KC-NDYCYU,img/lots/105750.jpg|img/handover/501200_0.jpg|img/handover/501200_1.jpg,False,img/scale/501200.jpg,10.7,18.600139,73.85014,17,2025-04-18T14:57,False,2025-04-18T15:00,3,2025-04-18T22:43,qr_scan,recovery_complete,EPR/MH/2025/11320
TRC701201,LOT118257,TXN501380,KC-N9UHPD,img/lots/118257.jpg|img/handover/501201_0.jpg|img/handover/501201_1.jpg|img/handover/501201_2.jpg,False,img/scale/501201.jpg,58.9,20.007228,73.704275,26,2025-04-20T22:48,False,2025-04-20T22:49,1,2025-04-21T11:19,qr_scan,awaiting_confirmation,EPR/MH/2026/35823
TRC701202,LOT100560,TXN501381,KC-XJHTCU,img/lots/100560.jpg|img/handover/501202_0.jpg|img/handover/501202_1.jpg,False,img/scale/501202.jpg,4.1,19.130163,73.018162,16,2025-04-21T11:26,False,2025-04-21T11:27,1,2025-04-22T06:02,qr_scan,segregated,EPR/MH/2025/18794
TRC701203,LOT114749,TXN501382,KC-3NRAH3,img/lots/114749.jpg|img/handover/501203_0.jpg|img/handover/501203_1.jpg|img/handover/501203_2.jpg,False,img/scale/501203.jpg,17.3,19.197379,73.19812,30,2025-04-20T08:37,False,2025-04-20T08:38,1,2025-04-20T09:55,qr_scan,recovery_complete,EPR/MH/2026/47101
TRC701204,LOT106938,TXN501383,KC-3NVYRA,img/lots/106938.jpg|img/handover/501204_0.jpg,False,img/scale/501204.jpg,16.3,19.197379,73.19812,26,2025-04-19T12:49,True,2025-04-19T23:15,626,2025-04-19T21:14,qr_scan,received_at_facility,EPR/MH/2026/91274
TRC701205,LOT110384,TXN501384,KC-Y4R9U9,img/lots/110384.jpg|img/handover/501205_0.jpg|img/handover/501205_1.jpg|img/handover/501205_2.jpg,False,img/scale/501205.jpg,6.4,20.924287,79.001457,8,2025-04-18T12:46,True,2025-04-20T05:42,2456,2025-04-19T04:00,code_entry,recovery_complete,EPR/MH/2026/91842
TRC701206,LOT115821,TXN501385,KC-FMJPRN,img/lots/115821.jpg|img/handover/501206_0.jpg|img/handover/501206_1.jpg,False,img/scale/501206.jpg,54.2,18.620266,73.821743,14,2025-04-22T03:42,True,2025-04-22T12:43,541,2025-04-22T11:15,code_entry,sent_for_recovery,
TRC701207,LOT102255,TXN501386,KC-P94CPP,img/lots/102255.jpg|img/handover/501207_0.jpg,False,img/scale/501207.jpg,74.1,19.220159,73.168645,18,2025-04-19T14:56,False,2025-04-19T14:58,2,2025-04-20T06:20,qr_scan,recovery_complete,EPR/MH/2026/44165
TRC701208,LOT109700,TXN501387,KC-EJP4EX,img/lots/109700.jpg|img/handover/501208_0.jpg|img/handover/501208_1.jpg,False,img/scale/501208.jpg,7.9,19.118039,73.013026,19,2025-04-19T14:14,True,2025-04-19T21:49,455,2025-04-20T00:34,code_entry,segregated,EPR/MH/2025/88314
TRC701209,LOT116249,TXN501388,KC-RFUCKU,img/lots/116249.jpg|img/handover/501209_0.jpg,False,img/scale/501209.jpg,63.3,21.127708,78.961071,10,2025-04-21T05:26,True,2025-04-21T07:01,95,2025-04-21T16:56,spoken_code,sent_for_recovery,EPR/MH/2025/62720
TRC701210,LOT101777,TXN501389,KC-TKHFFL,img/lots/101777.jpg|img/handover/501210_0.jpg,False,img/scale/501210.jpg,10.0,21.09921,78.948538,27,2025-04-18T20:14,False,2025-04-18T20:15,1,2025-04-19T13:32,code_entry,segregated,EPR/MH/2026/20727
TRC701211,LOT118470,TXN501391,KC-RCL3EK,img/lots/118470.jpg|img/handover/501211_0.jpg,False,img/scale/501211.jpg,28.7,19.892702,75.483491,21,2025-04-20T18:11,True,2025-04-23T04:02,3471,2025-04-21T11:46,qr_scan,sent_for_recovery,EPR/MH/2025/29143
TRC701212,LOT116635,TXN501392,KC-YKWYK6,img/lots/116635.jpg|img/handover/501212_0.jpg|img/handover/501212_1.jpg,False,img/scale/501212.jpg,9.9,18.756525,74.254744,7,2025-04-21T03:01,True,2025-04-21T04:47,106,2025-04-21T14:40,qr_scan,sent_for_recovery,
TRC701213,LOT113090,TXN501394,KC-TEU9VY,img/lots/113090.jpg|img/handover/501213_0.jpg|img/handover/501213_1.jpg|img/handover/501213_2.jpg,False,img/scale/501213.jpg,11.0,19.05694,72.918592,22,2025-04-20T21:48,False,2025-04-20T21:51,3,2025-04-21T10:38,qr_scan,recovery_complete,EPR/MH/2025/11343
TRC701214,LOT110406,TXN501395,KC-AND7LU,img/lots/110406.jpg|img/handover/501214_0.jpg|img/handover/501214_1.jpg|img/handover/501214_2.jpg,False,img/scale/501214.jpg,5.5,21.127708,78.961071,19,2025-04-18T08:54,False,2025-04-18T08:55,1,2025-04-18T15:21,qr_scan,received_at_facility,EPR/MH/2026/31315
TRC701215,LOT118859,TXN501396,KC-MHHMFA,img/lots/118859.jpg|img/handover/501215_0.jpg,False,img/scale/501215.jpg,85.1,19.051579,72.877861,21,2025-04-19T00:01,False,2025-04-19T00:01,0,2025-04-19T09:05,code_entry,sent_for_recovery,
TRC701216,LOT111577,TXN501397,KC-YTRLML,img/lots/111577.jpg|img/handover/501216_0.jpg|img/handover/501216_1.jpg,False,img/scale/501216.jpg,10.8,21.234049,78.898754,28,2025-04-19T07:07,False,2025-04-19T07:10,3,2025-04-19T23:53,spoken_code,segregated,
TRC701217,LOT106414,TXN501398,KC-XDKKNR,img/lots/106414.jpg|img/handover/501217_0.jpg,False,img/scale/501217.jpg,9.3,19.05,72.861409,17,2025-04-20T07:01,False,2025-04-20T07:04,3,2025-04-20T22:24,code_entry,segregated,EPR/MH/2026/24373
TRC701218,LOT102046,TXN501399,KC-TKVUDA,img/lots/102046.jpg|img/handover/501218_0.jpg|img/handover/501218_1.jpg|img/handover/501218_2.jpg,False,img/scale/501218.jpg,50.6,19.05,72.861409,7,2025-04-21T10:00,False,2025-04-21T10:01,1,2025-04-21T12:48,spoken_code,sent_for_recovery,EPR/MH/2026/94510
TRC701219,LOT100730,TXN501400,KC-MJ4JAJ,img/lots/100730.jpg|img/handover/501219_0.jpg,False,img/scale/501219.jpg,85.6,19.961843,73.714173,13,2025-04-21T09:02,False,2025-04-21T09:03,1,2025-04-21T10:47,qr_scan,sent_for_recovery,
TRC701220,LOT113566,TXN501401,KC-U7X9L3,img/lots/113566.jpg|img/handover/501220_0.jpg|img/handover/501220_1.jpg|img/handover/501220_2.jpg,False,img/scale/501220.jpg,131.1,19.892702,75.483491,22,2025-04-20T02:12,True,2025-04-23T18:28,5296,2025-04-20T05:29,qr_scan,received_at_facility,EPR/MH/2025/68263
TRC701221,LOT109230,TXN501402,KC-JKWNRF,img/lots/109230.jpg|img/handover/501221_0.jpg,False,img/scale/501221.jpg,4.9,19.09417,72.984504,9,2025-04-22T00:54,False,2025-04-22T00:57,3,,code_entry,sent_for_recovery,EPR/MH/2025/40035
TRC701222,LOT110604,TXN501403,KC-4U9RA7,img/lots/110604.jpg|img/handover/501222_0.jpg|img/handover/501222_1.jpg|img/handover/501222_2.jpg,False,img/scale/501222.jpg,48.7,20.924287,79.001457,42,2025-04-19T18:32,False,2025-04-19T18:35,3,2025-04-20T07:31,code_entry,segregated,EPR/MH/2026/33893
TRC701223,LOT109524,TXN501404,KC-HT3XXE,img/lots/109524.jpg|img/handover/501223_0.jpg|img/handover/501223_1.jpg|img/handover/501223_2.jpg,False,img/scale/501223.jpg,20.8,19.976167,73.716182,6,2025-04-21T23:56,True,2025-04-26T11:26,6450,,qr_scan,segregated,
TRC701224,LOT119389,TXN501405,KC-TXFUEJ,img/lots/119389.jpg|img/handover/501224_0.jpg|img/handover/501224_1.jpg|img/handover/501224_2.jpg,False,img/scale/501224.jpg,44.5,19.884991,75.415283,12,2025-04-19T11:22,True,2025-04-19T23:14,712,2025-04-19T20:51,code_entry,awaiting_confirmation,EPR/MH/2025/85279
TRC701225,LOT119901,TXN501406,KC-4FUKFU,img/lots/119901.jpg|img/handover/501225_0.jpg|img/handover/501225_1.jpg,False,img/scale/501225.jpg,9.6,19.067752,73.07251,13,2025-04-20T09:44,True,2025-04-20T16:16,392,2025-04-20T23:27,qr_scan,sent_for_recovery,
TRC701226,LOT109162,TXN501407,KC-3NJWWE,img/lots/109162.jpg|img/handover/501226_0.jpg|img/handover/501226_1.jpg|img/handover/501226_2.jpg,False,img/scale/501226.jpg,28.9,19.061762,73.088075,16,2025-04-21T17:56,True,2025-04-21T23:58,362,2025-04-22T09:48,spoken_code,sent_for_recovery,EPR/MH/2026/41933
TRC701227,LOT103375,TXN501408,KC-7C3MRJ,img/lots/103375.jpg|img/handover/501227_0.jpg,False,img/scale/501227.jpg,12.0,20.007228,73.704275,14,2025-04-21T21:50,True,2025-04-23T12:31,2321,,qr_scan,segregated,EPR/MH/2025/57575
TRC701228,LOT112912,TXN501409,KC-L9EYVW,img/lots/112912.jpg|img/handover/501228_0.jpg|img/handover/501228_1.jpg,False,img/scale/501228.jpg,16.0,19.872958,75.461709,16,2025-04-19T03:39,False,2025-04-19T03:39,0,2025-04-19T15:46,code_entry,recovery_complete,EPR/MH/2025/43588
TRC701229,LOT108271,TXN501410,KC-HTUF6U,img/lots/108271.jpg|img/handover/501229_0.jpg,False,img/scale/501229.jpg,23.9,19.118039,73.013026,25,2025-04-21T20:26,False,2025-04-21T20:26,0,2025-04-22T00:03,qr_scan,received_at_facility,EPR/MH/2025/40021
TRC701230,LOT102213,TXN501411,KC-3WCD9L,img/lots/102213.jpg|img/handover/501230_0.jpg|img/handover/501230_1.jpg|img/handover/501230_2.jpg,False,img/scale/501230.jpg,20.0,19.09417,72.984504,10,2025-04-22T02:37,False,2025-04-22T02:41,4,2025-04-22T17:40,spoken_code,received_at_facility,EPR/MH/2025/87655
TRC701231,LOT100835,TXN501412,KC-RYF4EU,img/lots/100835.jpg|img/handover/501231_0.jpg|img/handover/501231_1.jpg|img/handover/501231_2.jpg,False,img/scale/501231.jpg,9.4,19.993919,73.8031,11,2025-04-19T03:13,True,2025-04-24T09:47,7594,2025-04-19T08:44,qr_scan,sent_for_recovery,EPR/MH/2026/85863
TRC701232,LOT100002,TXN501413,KC-9YVH9N,img/lots/100002.jpg|img/handover/501232_0.jpg|img/handover/501232_1.jpg,False,img/scale/501232.jpg,1.1,18.756525,74.254744,21,2025-04-19T06:46,False,2025-04-19T06:48,2,2025-04-19T07:37,code_entry,recovery_complete,EPR/MH/2026/15204
TRC701233,LOT101694,TXN501414,KC-7NL9DT,img/lots/101694.jpg|img/handover/501233_0.jpg|img/handover/501233_1.jpg|img/handover/501233_2.jpg,False,img/scale/501233.jpg,27.8,19.870816,75.388885,9,2025-04-19T17:30,True,2025-04-19T19:18,108,2025-04-20T13:11,code_entry,received_at_facility,EPR/MH/2026/25789
TRC701234,LOT101162,TXN501416,KC-4MTLA3,img/lots/101162.jpg|img/handover/501234_0.jpg|img/handover/501234_1.jpg|img/handover/501234_2.jpg,False,img/scale/501234.jpg,93.2,18.795498,73.884911,10,2025-04-19T14:30,False,2025-04-19T14:30,0,2025-04-19T19:41,qr_scan,segregated,EPR/MH/2025/56022
TRC701235,LOT107841,TXN501417,KC-7C9336,img/lots/107841.jpg|img/handover/501235_0.jpg|img/handover/501235_1.jpg,False,img/scale/501235.jpg,32.6,19.042535,73.082611,7,2025-04-19T17:31,False,2025-04-19T17:34,3,2025-04-20T07:05,qr_scan,segregated,EPR/MH/2025/52745
TRC701236,LOT118477,TXN501418,KC-NAK66N,img/lots/118477.jpg|img/handover/501236_0.jpg|img/handover/501236_1.jpg|img/handover/501236_2.jpg,False,img/scale/501236.jpg,10.5,18.505354,73.914564,11,2025-04-19T12:24,True,2025-04-19T16:45,261,2025-04-20T01:07,code_entry,received_at_facility,EPR/MH/2025/70945
TRC701237,LOT100579,TXN501421,KC-HCCXRJ,img/lots/100579.jpg|img/handover/501237_0.jpg|img/handover/501237_1.jpg|img/handover/501237_2.jpg,False,img/scale/501237.jpg,21.9,19.892702,75.483491,10,2025-04-20T18:15,False,2025-04-20T18:17,2,2025-04-20T21:42,qr_scan,segregated,EPR/MH/2026/87827
TRC701238,LOT101313,TXN501423,KC-YRW7PF,img/lots/101313.jpg|img/handover/501238_0.jpg|img/handover/501238_1.jpg,False,img/scale/501238.jpg,90.3,19.051579,72.877861,15,2025-04-22T09:02,False,2025-04-22T09:02,0,2025-04-22T18:26,qr_scan,segregated,EPR/MH/2026/62873
TRC701239,LOT101293,TXN501424,KC-TKCCV7,img/lots/101293.jpg|img/handover/501239_0.jpg,False,img/scale/501239.jpg,20.5,19.117684,73.009673,8,2025-04-22T05:50,False,2025-04-22T05:54,4,2025-04-22T15:14,code_entry,sent_for_recovery,EPR/MH/2026/58797
TRC701240,LOT112944,TXN501425,KC-WTRCMA,img/lots/112944.jpg|img/handover/501240_0.jpg,False,img/scale/501240.jpg,73.8,18.491869,73.946043,41,2025-04-22T19:15,False,2025-04-22T19:16,1,2025-04-23T13:57,qr_scan,received_at_facility,EPR/MH/2026/98413
TRC701241,LOT110811,TXN501426,KC-R6TTW4,img/lots/110811.jpg|img/handover/501241_0.jpg,False,img/scale/501241.jpg,68.3,18.478203,73.912642,10,2025-04-22T05:44,False,2025-04-22T05:45,1,2025-04-22T07:22,code_entry,recovery_complete,EPR/MH/2026/83429
TRC701242,LOT113907,TXN501427,KC-JHJNCE,img/lots/113907.jpg|img/handover/501242_0.jpg,False,img/scale/501242.jpg,4.8,18.505498,73.917334,4,2025-04-21T16:31,False,2025-04-21T16:31,0,2025-04-21T17:25,spoken_code,sent_for_recovery,
TRC701243,LOT111191,TXN501428,KC-FNDUPL,img/lots/111191.jpg|img/handover/501243_0.jpg|img/handover/501243_1.jpg,False,img/scale/501243.jpg,41.7,18.665448,73.756097,24,2025-04-22T17:30,False,2025-04-22T17:32,2,2025-04-22T22:47,qr_scan,received_at_facility,EPR/MH/2026/57451
TRC701244,LOT107259,TXN501429,KC-37M6TD,img/lots/107259.jpg|img/handover/501244_0.jpg|img/handover/501244_1.jpg|img/handover/501244_2.jpg,False,img/scale/501244.jpg,5.4,18.508243,73.922807,11,2025-04-20T09:22,False,2025-04-20T09:25,3,,qr_scan,received_at_facility,EPR/MH/2025/13119
TRC701245,LOT110739,TXN501431,KC-MVEHRK,img/lots/110739.jpg|img/handover/501245_0.jpg,False,img/scale/501245.jpg,1.5,19.964551,73.798777,25,2025-04-22T11:27,False,2025-04-22T11:30,3,2025-04-22T22:14,code_entry,received_at_facility,EPR/MH/2025/66129
TRC701246,LOT117532,TXN501432,KC-YWK3DT,img/lots/117532.jpg|img/handover/501246_0.jpg|img/handover/501246_1.jpg|img/handover/501246_2.jpg,False,img/scale/501246.jpg,102.0,19.053222,73.10613,18,2025-04-21T03:05,True,2025-04-21T13:48,643,2025-04-21T03:38,qr_scan,received_at_facility,
TRC701247,LOT115985,TXN501433,KC-JVCT36,img/lots/115985.jpg|img/handover/501247_0.jpg|img/handover/501247_1.jpg,False,img/scale/501247.jpg,7.1,21.234049,78.898754,18,2025-04-21T14:56,False,2025-04-21T14:58,2,2025-04-22T01:24,code_entry,received_at_facility,EPR/MH/2025/23382
TRC701248,LOT110645,TXN501434,KC-M4F3WH,img/lots/110645.jpg|img/handover/501248_0.jpg|img/handover/501248_1.jpg,False,img/scale/501248.jpg,74.6,19.117684,73.009673,6,2025-04-19T13:31,True,2025-04-23T09:58,5547,2025-04-20T07:26,qr_scan,recovery_complete,EPR/MH/2025/68551
TRC701249,LOT108376,TXN501435,KC-JLMNCH,img/lots/108376.jpg|img/handover/501249_0.jpg,False,img/scale/501249.jpg,36.0,18.756525,74.254744,7,2025-04-19T20:46,True,2025-04-19T23:26,160,2025-04-19T22:43,code_entry,received_at_facility,
TRC701250,LOT119360,TXN501436,KC-VD9FN6,img/lots/119360.jpg|img/handover/501250_0.jpg|img/handover/501250_1.jpg,False,img/scale/501250.jpg,13.8,21.127708,78.961071,8,2025-04-19T16:06,True,2025-04-21T11:58,2632,2025-04-20T06:36,qr_scan,segregated,
TRC701251,LOT104855,TXN501437,KC-6DKD4X,img/lots/104855.jpg|img/handover/501251_0.jpg|img/handover/501251_1.jpg|img/handover/501251_2.jpg,False,img/scale/501251.jpg,6.0,19.870816,75.388885,17,2025-04-22T12:04,False,2025-04-22T12:06,2,2025-04-22T20:33,qr_scan,segregated,
TRC701252,LOT105052,TXN501438,KC-4J4VJH,img/lots/105052.jpg|img/handover/501252_0.jpg,False,img/scale/501252.jpg,58.4,18.508503,73.926714,11,2025-04-20T11:51,True,2025-04-24T23:16,6445,2025-04-21T04:35,code_entry,segregated,EPR/MH/2026/21726
TRC701253,LOT117559,TXN501440,KC-AU9U3N,img/lots/117559.jpg|img/handover/501253_0.jpg|img/handover/501253_1.jpg,False,img/scale/501253.jpg,29.3,18.744455,73.854611,40,2025-04-21T11:16,False,2025-04-21T11:17,1,2025-04-22T02:18,code_entry,recovery_complete,EPR/MH/2025/44075
TRC701254,LOT107168,TXN501441,KC-MKYKXL,img/lots/107168.jpg|img/handover/501254_0.jpg,False,img/scale/501254.jpg,22.6,18.496782,73.904909,13,2025-04-21T14:39,False,2025-04-21T14:40,1,2025-04-22T06:56,qr_scan,segregated,EPR/MH/2026/56980
TRC701255,LOT104197,TXN501442,KC-7NC9V6,img/lots/104197.jpg|img/handover/501255_0.jpg|img/handover/501255_1.jpg,False,img/scale/501255.jpg,8.9,18.60717,73.817319,5,2025-04-21T14:08,False,2025-04-21T14:08,0,2025-04-21T22:08,code_entry,received_at_facility,EPR/MH/2026/79872
TRC701256,LOT110774,TXN501443,KC-MUUWPU,img/lots/110774.jpg|img/handover/501256_0.jpg|img/handover/501256_1.jpg|img/handover/501256_2.jpg,False,img/scale/501256.jpg,9.3,18.665448,73.756097,34,2025-04-19T17:58,True,2025-04-23T03:21,4883,2025-04-20T05:28,qr_scan,awaiting_confirmation,EPR/MH/2026/89601
TRC701257,LOT112178,TXN501445,KC-RTHUDF,img/lots/112178.jpg|img/handover/501257_0.jpg,False,img/scale/501257.jpg,5.4,19.220159,73.168645,15,2025-04-23T11:21,False,2025-04-23T11:24,3,2025-04-23T16:59,qr_scan,recovery_complete,EPR/MH/2026/46442
TRC701258,LOT119689,TXN501446,KC-H96HW9,img/lots/119689.jpg|img/handover/501258_0.jpg|img/handover/501258_1.jpg,False,img/scale/501258.jpg,32.5,21.234049,78.898754,30,2025-04-19T21:55,True,2025-04-20T03:25,330,2025-04-20T08:14,qr_scan,sent_for_recovery,EPR/MH/2026/56139
TRC701259,LOT101105,TXN501447,KC-EA9DPA,img/lots/101105.jpg|img/handover/501259_0.jpg|img/handover/501259_1.jpg,False,img/scale/501259.jpg,46.4,18.496782,73.904909,10,2025-04-22T09:18,False,2025-04-22T09:21,3,2025-04-22T12:05,qr_scan,awaiting_confirmation,EPR/MH/2026/96306
TRC701260,LOT113453,TXN501448,KC-DUXMNF,img/lots/113453.jpg|img/handover/501260_0.jpg|img/handover/501260_1.jpg,False,img/scale/501260.jpg,21.4,19.892702,75.483491,33,2025-04-22T20:53,True,2025-04-23T05:10,497,2025-04-23T00:20,qr_scan,received_at_facility,EPR/MH/2026/84928
TRC701261,LOT114369,TXN501449,KC-DN7MKU,img/lots/114369.jpg|img/handover/501261_0.jpg|img/handover/501261_1.jpg|img/handover/501261_2.jpg,False,img/scale/501261.jpg,14.5,19.042535,73.082611,8,2025-04-22T16:30,True,2025-04-23T01:06,516,2025-04-23T05:34,code_entry,sent_for_recovery,EPR/MH/2025/46036
TRC701262,LOT115975,TXN501451,KC-HYFEJV,img/lots/115975.jpg|img/handover/501262_0.jpg|img/handover/501262_1.jpg,False,img/scale/501262.jpg,11.0,19.061762,73.088075,24,2025-04-22T16:29,False,2025-04-22T16:32,3,2025-04-22T20:01,qr_scan,recovery_complete,EPR/MH/2026/69147
TRC701263,LOT101406,TXN501452,KC-XEPDDF,img/lots/101406.jpg|img/handover/501263_0.jpg|img/handover/501263_1.jpg|img/handover/501263_2.jpg,False,img/scale/501263.jpg,34.5,19.892702,75.483491,11,2025-04-21T00:25,False,2025-04-21T00:26,1,2025-04-21T02:19,code_entry,segregated,EPR/MH/2025/74992
TRC701264,LOT105101,TXN501453,KC-3WLLEN,img/lots/105101.jpg|img/handover/501264_0.jpg,False,img/scale/501264.jpg,21.0,19.892702,75.483491,29,2025-04-21T19:16,True,2025-04-21T20:08,52,,qr_scan,segregated,EPR/MH/2026/90854
TRC701265,LOT104332,TXN501454,KC-7KE3RM,img/lots/104332.jpg|img/handover/501265_0.jpg,False,img/scale/501265.jpg,22.6,19.220159,73.168645,10,2025-04-23T11:02,True,2025-04-28T00:23,6561,2025-04-24T02:55,qr_scan,sent_for_recovery,EPR/MH/2025/45138
TRC701266,LOT111848,TXN501455,KC-KDKFL7,img/lots/111848.jpg|img/handover/501266_0.jpg|img/handover/501266_1.jpg|img/handover/501266_2.jpg,False,img/scale/501266.jpg,9.2,19.117684,73.009673,17,2025-04-22T12:36,False,2025-04-22T12:37,1,2025-04-22T17:46,qr_scan,awaiting_confirmation,EPR/MH/2025/34653
TRC701267,LOT114298,TXN501456,KC-4XJCFT,img/lots/114298.jpg|img/handover/501267_0.jpg|img/handover/501267_1.jpg,False,img/scale/501267.jpg,38.1,19.961843,73.714173,17,2025-04-20T16:51,False,2025-04-20T16:53,2,2025-04-21T05:28,qr_scan,received_at_facility,EPR/MH/2026/58512
TRC701268,LOT118697,TXN501459,KC-P4CEF4,img/lots/118697.jpg|img/handover/501268_0.jpg|img/handover/501268_1.jpg|img/handover/501268_2.jpg,False,img/scale/501268.jpg,1.4,21.234049,78.898754,4,2025-04-22T16:07,False,2025-04-22T16:09,2,2025-04-23T11:54,spoken_code,recovery_complete,EPR/MH/2026/25146
TRC701269,LOT111961,TXN501460,KC-RWT9UJ,img/lots/111961.jpg|img/handover/501269_0.jpg|img/handover/501269_1.jpg|img/handover/501269_2.jpg,False,img/scale/501269.jpg,15.8,19.061762,73.088075,15,2025-04-21T10:57,False,2025-04-21T10:58,1,2025-04-22T05:20,code_entry,sent_for_recovery,EPR/MH/2025/45359
TRC701270,LOT100734,TXN501461,KC-YRTFE4,img/lots/100734.jpg|img/handover/501270_0.jpg|img/handover/501270_1.jpg|img/handover/501270_2.jpg,False,img/scale/501270.jpg,14.3,18.729059,74.245401,5,2025-04-22T04:14,False,2025-04-22T04:16,2,2025-04-22T19:19,qr_scan,sent_for_recovery,EPR/MH/2026/47313
TRC701271,LOT116960,TXN501462,KC-J6CC77,img/lots/116960.jpg|img/handover/501271_0.jpg|img/handover/501271_1.jpg|img/handover/501271_2.jpg,False,img/scale/501271.jpg,1.6,19.872958,75.461709,19,2025-04-22T09:56,True,2025-04-22T16:57,421,2025-04-22T15:39,qr_scan,sent_for_recovery,
TRC701272,LOT101370,TXN501463,KC-X64E6U,img/lots/101370.jpg|img/handover/501272_0.jpg,False,img/scale/501272.jpg,12.6,20.924287,79.001457,15,2025-04-23T02:13,True,2025-04-25T08:56,3283,2025-04-23T06:19,spoken_code,recovery_complete,EPR/MH/2026/66736
TRC701273,LOT105388,TXN501465,KC-UUK93C,img/lots/105388.jpg|img/handover/501273_0.jpg,False,img/scale/501273.jpg,34.4,18.610734,73.821535,6,2025-04-23T05:06,True,2025-04-23T17:14,728,2025-04-24T00:26,code_entry,awaiting_confirmation,EPR/MH/2026/48845
TRC701274,LOT111061,TXN501466,KC-JAACVF,img/lots/111061.jpg|img/handover/501274_0.jpg,False,img/scale/501274.jpg,9.2,18.512157,73.91829,26,2025-04-22T05:16,True,2025-04-22T12:37,441,2025-04-22T16:57,code_entry,segregated,
TRC701275,LOT109549,TXN501467,KC-YWPK4Y,img/lots/109549.jpg|img/handover/501275_0.jpg|img/handover/501275_1.jpg|img/handover/501275_2.jpg,False,img/scale/501275.jpg,1.5,18.744455,73.854611,15,2025-04-21T05:40,False,2025-04-21T05:42,2,2025-04-22T00:38,spoken_code,received_at_facility,
TRC701276,LOT103225,TXN501468,KC-3CNUET,img/lots/103225.jpg|img/handover/501276_0.jpg|img/handover/501276_1.jpg|img/handover/501276_2.jpg,False,img/scale/501276.jpg,19.8,19.118039,73.013026,14,2025-04-22T14:40,False,2025-04-22T14:43,3,2025-04-23T04:33,code_entry,awaiting_confirmation,EPR/MH/2026/69444
TRC701277,LOT106027,TXN501469,KC-CAXK4A,img/lots/106027.jpg|img/handover/501277_0.jpg,False,img/scale/501277.jpg,6.3,18.623496,73.810212,13,2025-04-20T13:38,True,2025-04-20T18:50,312,2025-04-20T17:41,spoken_code,recovery_complete,EPR/MH/2025/89922
TRC701278,LOT119682,TXN501470,KC-ECW9W7,img/lots/119682.jpg|img/handover/501278_0.jpg|img/handover/501278_1.jpg,False,img/scale/501278.jpg,45.9,21.224069,78.915987,19,2025-04-22T02:00,True,2025-04-22T13:09,669,2025-04-22T12:46,code_entry,sent_for_recovery,
TRC701279,LOT110094,TXN501471,KC-LP773U,img/lots/110094.jpg|img/handover/501279_0.jpg|img/handover/501279_1.jpg|img/handover/501279_2.jpg,False,img/scale/501279.jpg,24.2,19.884991,75.415283,14,2025-04-22T10:44,False,2025-04-22T10:47,3,2025-04-23T00:49,qr_scan,awaiting_confirmation,EPR/MH/2026/93371
TRC701280,LOT106966,TXN501472,KC-WE74UY,img/lots/106966.jpg|img/handover/501280_0.jpg|img/handover/501280_1.jpg,False,img/scale/501280.jpg,29.8,20.007228,73.704275,11,2025-04-23T06:16,False,2025-04-23T06:18,2,2025-04-23T23:41,code_entry,received_at_facility,EPR/MH/2026/35473
